text,intent,labelIndex
show me all flights from indianapolis to montreal,flight,0
what 're the cheapest flights from new york to miami,flight,0
show me flights from denver to washington dc wednesday,flight,0
what are the flights from washington dc to denver,flight,0
show me all flights both direct and connecting to either san francisco or oakland from boston that arrive before 2 pm,flight,0
i 'd like a flight from las vegas to detroit on monday,flight,0
baltimore to philadelphia wednesday,flight,0
can you list flights from boston to washington with the lowest one way fares that leave on saturday,flight,0
what flights go from san francisco to denver on mondays,flight,0
pittsburgh to denver,flight,0
leaving denver flying to san francisco before 10 am what type of aircraft is used,aircraft,3
what flights does delta have from dallas to denver after 5 o'clock,flight,0
do you have any direct flights from pittsburgh to atlanta,flight,0
list daily flights from denver to boston,flight,0
what are the flights from denver to pittsburgh,flight,0
which flights arrive in st. louis from st. paul on thursday morning,flight,0
how far from the airport in the dallas fort worth airport is dallas,distance,7
what flights are available friday from philadelphia to oakland,flight,0
show me the flights before 11 am on august second from boston to denver on delta,flight,0
flights from pittsburgh to baltimore between 10 am and 2 pm,flight,0
what are the flights from boston to san francisco,flight,0
what ground transportation is available from the pittsburgh airport to downtown and how much does it cost,ground_service+ground_fare,18
what afternoon flights are available from denver to san francisco on wednesdays,flight,0
list all flights going from boston to atlanta before 7 am on thursday,flight,0
does dl stand for delta,abbreviation,8
show me the flights from boston to pittsburgh,flight,0
okay what flights are there us air from orlando to cleveland leaving in the afternoon,flight,0
on august thirtieth i would like a flight from denver to san francisco in the early am,flight,0
i want to see the cheapest flights from denver to atlanta,flight,0
what is the earliest flight you have leaving boston heading to philadelphia,flight,0
i live in washington and i would like to make a trip to san francisco can you tell me which airlines connect with those two cities,flight,0
flights from atlanta to san francisco august second,flight,0
i would like a flight from philadelphia to dallas that makes a stop in atlanta,flight,0
flights from newark to boston,flight,0
what flights go from boston to atlanta,flight,0
list all flights please from washington to san francisco,flight,0
i would like to see the flights available from pittsburgh to san francisco for monday,flight,0
what is the fare on the first flight from atlanta to denver on thursday morning,airfare,2
please show me airlines with flights from denver to boston with stop in philadelphia,airline,6
how much does flight ua 270 from denver to philadelphia cost,airfare,2
looking for a flight from cleveland to dallas,flight,0
i need a reservation from baltimore to san francisco,flight,0
flights from phoenix to las vegas,flight,0
how much is a round trip fare from nashville to seattle,airfare,2
list all daily flights between boston and oakland using delta airlines,flight,0
how much is the ground transportation between atlanta and downtown,ground_fare,9
show me flights leaving from baltimore to dallas,flight,0
what does yn stand for,abbreviation,8
what 's the capacity of a 733,capacity,13
what kind of airplane goes from boston to san francisco before noon,aircraft,3
round trip fares from baltimore to philadelphia under 1000 dollars,airfare,2
what is mco,abbreviation,8
what are the afternoon flights from denver to san francisco,flight,0
what flights from newark to los angeles on wednesday,flight,0
show nonstop flights from new york to miami on a tuesday which cost less than 466 dollars one way,flight,0
flights from montreal and phoenix to las vegas,flight,0
give me the latest northwest airlines flight from milwaukee to tacoma tomorrow,flight,0
what flights are available from boston to atlanta on july seventh 8 am,flight,0
please list the earliest lunch flight from columbus to phoenix,flight,0
do you have a flight from atlanta to boston,flight,0
show me the flights that go from san diego to newark with one stop in houston,flight,0
on monday show me flights from baltimore to dallas,flight,0
show me flights from washington to boston on friday,flight,0
show me the flights from boston to pittsburgh on wednesday,flight,0
show me the lowest price from dallas to baltimore,flight,0
ground transportation atl to atlanta,ground_service,4
how do you travel from san francisco airport to downtown san francisco,flight,0
show flights between denver and san francisco for september seventeenth,flight,0
what ground transportation is there in dallas,ground_service,4
show me the least expensive flight leaving miami on sunday after 12 o'clock noon and arriving cleveland,flight,0
i want to fly from philadelphia to dallas with a stop in atlanta on a breakfast flight,flight,0
i 'm requesting flight information on a flight from denver to san francisco on wednesday,flight,0
what airlines have flights from boston to philadelphia that leave before 630 am,airline,6
show me the flights from dallas to atlanta,flight,0
please show me all one way first class flights from indianapolis to memphis,flight,0
please give ground transportation at denver airport,ground_service,4
i 'd like a united airlines flight on wednesday from san francisco to boston,flight,0
which northwest and united flights go through denver before noon,flight,0
what is hp,abbreviation,8
list all flights going from boston to atlanta before 7 o'clock am on thursday,flight,0
what is ground transportation between the san francisco airport and the city,ground_service,4
show me the flights from boston to atlanta,flight,0
what flights are there wednesday morning from atlanta to philadelphia,flight,0
show me the flights from all airports to love field,flight,0
flights from columbus to milwaukee,flight,0
give me a list of flights between pittsburgh and baltimore,flight,0
show me all ground transportation in washington dc,ground_service,4
i need information for flights leaving san francisco on thursday evening and returning to boston,flight,0
i need a flight from toronto to san diego with a layover in washington dc on air canada,flight,0
show me the latest flight on wednesday from atlanta to washington dc,flight,0
how far is the airport from downtown pittsburgh,distance,7
please give me flights from atlanta to boston on wednesday and thursday,flight,0
boston to denver monday,flight,0
yes i would like to find what flights are available from atlanta to boston on the morning of july seventh,flight,0
list all flights on united from san francisco to boston,flight,0
what flights do you have from newark new jersey to ontario california that connect in phoenix,flight,0
show me flights from baltimore to philadelphia,flight,0
what is the meaning of fare code qx and qw,abbreviation,8
show me the daily flight schedule between boston and pittsburgh,flight,0
show me the flights from westchester county to cincinnati,flight,0
show me flights leaving from san francisco to denver on september thirtieth,flight,0
what airlines fly from toronto to san diego,airline,6
tell me the flights from dallas to baltimore,flight,0
pittsburgh to boston saturday,flight,0
what is the first flight from boston to stapleton airport for tomorrow,flight,0
what united airlines flights go through denver,flight,0
philadelphia to boston monday,flight,0
list the morning flights between atlanta and dallas,flight,0
i 'm trying to fly from denver to boston and i want a flight that serves a meal,flight,0
what flights from milwaukee to san jose on wednesday on american airlines,flight,0
show me all the flights from burbank to denver,flight,0
show me the flights from cincinnati to denver,flight,0
flights from dc to denver,flight,0
show me the prices of all flights from atlanta to washington dc,airfare,2
rental car in baltimore,ground_service,4
show me fares from baltimore to philadelphia,airfare,2
i 'd like to see the flights from atlanta to washington dc,flight,0
display all flights from pittsburgh to san francisco on august second,flight,0
what are the flights between pittsburgh and baltimore on august tenth,flight,0
i want to go from denver to oakland,flight,0
what time are the flights leaving from denver to pittsburgh on july seventh,flight_time,1
what 's the cheapest one way flight from denver to pittsburgh,flight,0
show me the flights from dallas to baltimore,flight,0
show me the us air flights from atlanta to boston,flight,0
show me all flights from pittsburgh to san francisco,flight,0
show me a list of the flights from san francisco to boston,flight,0
show me the earliest flight from boston to san francisco,flight,0
what 's the latest flight from san jose to houston,flight,0
what flights from miami to indianapolis,flight,0
which airlines fly between boston and pittsburgh,airline,6
flight from nashville to cleveland,flight,0
give me a flight from newark to tampa on friday,flight,0
does midwest express serve philadelphia,flight,0
show me the flights from denver to san francisco,flight,0
i would like a flight from washington to boston flight 324 on august twentieth,flight,0
show me the nonstop flights from dallas to houston,flight,0
what is the least expensive business class flight between boston and san francisco,flight,0
is there a flight between philadelphia and denver that leaves philadelphia around 2 o'clock in the afternoon,flight,0
list the flights from dallas to baltimore,flight,0
show me the costs and times for flights from san francisco to atlanta,airfare+flight_time,19
show me the flights from denver to atlanta on friday,flight,0
what does the fare code y mean,abbreviation,8
i would like to see the flights from denver to philadelphia,flight,0
is there an atlanta flight to denver connecting,flight,0
what is the last flight out of pittsburgh to boston in the evening on tuesdays,flight,0
what are all monday flights from denver to san francisco on united airlines,flight,0
show all flights from pittsburgh to san francisco on july twenty eighth 1991,flight,0
i would like information on any flights from san francisco to pittsburgh arriving in pittsburgh before 8 am tuesday morning,flight,0
i would like to see the flights from denver to philadelphia,flight,0
which airline has the most business class flights,airline,6
find travel arrangements for a round trip flight from dallas to pittsburgh after 8 pm,flight,0
does united airlines fly from denver to baltimore,flight,0
can you show me the flights from baltimore to dallas,flight,0
show me all the delta flights leaving or arriving at pittsburgh between 12 and 4 in the afternoon,flight,0
what airline besides continental flies between boston and denver,airline,6
show me all flights direct and connecting from boston to pittsburgh that arrive in pittsburgh before 10 am,flight,0
is there any flight leaving washington around 3 o'clock for denver,flight,0
i would like a schedule of flights from denver to san francisco on tuesday,flight_time,1
can i rent a car in san jose too,ground_service,4
list the flights from st. paul to san jose and from st. paul to houston,flight,0
what 's the earliest flight from dallas to houston,flight,0
i would like information on flights from philadelphia to oakland california on friday afternoon,flight,0
what type of aircraft is used on the flight from atlanta to philadelphia before 12 o'clock noon,aircraft,3
what airline is dl,airline,6
show me all flights from san francisco to boston philadelphia or baltimore,flight,0
what are the early weekday flights from san francisco to pittsburgh,flight,0
atlanta to oakland thursday,flight,0
i want a flight from ontario to chicago,flight,0
list all flights from minneapolis to long beach on saturday,flight,0
i want to fly from boston to denver with a stop in philadelphia,flight,0
i need a list of late afternoon flights from st. louis to chicago,flight,0
what flights go from boston to orlando,flight,0
list all flights going from boston to atlanta on wednesday after 6 o'clock pm on wednesday,flight,0
what flights does delta have from denver to dallas after 5,flight,0
i 'd like to go from boston to san francisco,flight,0
show me flights to philadelphia coming from baltimore or denver or pittsburgh,flight,0
show me all the flights from san francisco to boston for august thirty first 1991,flight,0
what flights go from chicago to seattle on saturday on continental airlines,flight,0
price of flight from cleveland to nashville,airfare,2
what flights depart newark for tampa on friday,flight,0
what is your cheapest flight from pittsburgh to denver,flight,0
on september fourth i 'll be traveling from pittsburgh to atlanta can you tell me what flight would be the cheapest,flight,0
list all the arriving flights at general mitchell international,flight,0
show me all economy prices from dallas to baltimore,airfare,2
tell me about ground transportation between orlando international and orlando,ground_service,4
what type of ground transportation is available at logan airport,ground_service,4
name the earliest flight from boston to san francisco,flight,0
weekday flights from san francisco to denver,flight,0
give me the cheapest one way flights between boston and philadelphia which arrive after noon on a tuesday,flight,0
show me the flights from boston to pittsburgh next wednesday night after 6 o'clock,flight,0
show me all flights from philadelphia to baltimore,flight,0
show me all flights from boston to denver which arrive in denver wednesday before 6,flight,0
i would like a flight that leaves on friday from philadelphia to dallas that makes a stop in atlanta,flight,0
phoenix to newark on wednesday,flight,0
ground transportation for st. paul,ground_service,4
is there a flight from atlanta to san francisco on november seventh at noon,flight,0
find me the earliest flight from boston to atlanta and the latest return from atlanta to boston within the same day,flight,0
what is fare code h,abbreviation,8
what is the meaning of meal code s,abbreviation,8
what does the fare code qx mean,abbreviation,8
how many fares are there one way from tacoma to montreal,quantity,10
does continental airlines fly from pittsburgh to atlanta,flight,0
all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars,flight+airfare,14
what type of aircraft leaving philadelphia to dallas,aircraft,3
what flights are available on sunday to pittsburgh from san francisco,flight,0
are there delta flights leaving denver,flight,0
please list ground transportation in atlanta,ground_service,4
what ground transportation is available in san francisco,ground_service,4
show me all the direct flights from baltimore to atlanta,flight,0
i would like to fly from pittsburgh to san francisco,flight,0
i 'm looking for a flight from pittsburgh to san francisco,flight,0
list all flights on continental leaving denver,flight,0
i would like to fly from atlanta to boston arriving in boston at 5 pm,flight,0
do you have a flight from boston to fort worth,flight,0
show me the united airlines flights from denver to baltimore leaving on june fourteenth,flight,0
show me flights from san francisco to seattle,flight,0
what flights are there between washington dc and san francisco after 6 pm on wednesday,flight,0
find the flights that leave philadelphia and arrive in dallas by noon,flight,0
information on flights from baltimore to philadelphia,flight,0
what is restriction ap 57,abbreviation,8
i need your help with information on ground transportation from the airport in philadelphia to downtown,ground_service,4
list flights leaving denver and arriving in orlando on saturday departing after 12 pm,flight,0
please list all flights between boston and san francisco nonstop,flight,0
the most expensive flight between boston and philadelphia,flight,0
does midwest express have any flights from montreal to detroit,flight,0
list all flights from denver to philadelphia,flight,0
find travel arrangements for a one way flight from san francisco to dallas,flight,0
what is fare code c,abbreviation,8
flight from ontario to orlando that departs 9 hours before arriving,flight,0
american flights to houston from cincinnati,flight,0
show me one way flights from milwaukee to orlando,flight,0
i want the flights from denver to pittsburgh,flight,0
in the month of december are there any flights from atlanta to denver that stop in boston,flight,0
what is the available ground transportation between san francisco and downtown,ground_service,4
from atlanta to washington dc,flight,0
i need a flight from indianapolis to houston on twa,flight,0
flights from ontario to florida,flight,0
okay i 've got somebody else who wants to take a round trip ticket from charlotte to montreal,airfare,2
flight from cleveland to nashville,flight,0
how can i get from the denver airport to downtown,flight,0
what airline uses the code hp,airline,6
please show me airlines with round trip flights from boston to denver stop philadelphia,airline,6
show me the flights from baltimore to pittsburgh,flight,0
which airlines have flights between charlotte and newark,airline,6
is there an airport limousine at the atlanta airport,ground_service,4
give me the flights from denver to baltimore on united airlines,flight,0
show me flights monday night after 8 pm for dallas to boston,flight,0
what is the ground transportation available in boston,ground_service,4
is there a flight on eastern airlines from boston to denver,flight,0
show me morning flights from toronto,flight,0
what is the airfare from pittsburgh to atlanta,airfare,2
list flights from pittsburgh to baltimore,flight,0
i want to fly dallas to san francisco on monday july eighth,flight,0
phoenix to denver,flight,0
i am interested in booking an early flight from dallas into houston and returning in the late evening,flight,0
show me the flights from dallas to baltimore at economy level,flight,0
what airlines leave from washington,airline,6
list the number of flights arriving in dallas fort worth from boston before noon,flight_no,12
i need to fly from dallas to san francisco and be in san francisco by 4 pm,flight,0
show me the cities served by canadian airlines international,city,11
please list the cheapest flights from dallas to baltimore arriving on may seventh,flight,0
what flights are there from pittsburgh to dallas on wednesday morning,flight,0
how many flights does american airlines have with a class of service code f,quantity,10
show flights first class on american airlines between dallas and philadelphia,flight,0
on november twenty third what flights go from atlanta to denver on delta airlines,flight,0
explain the fare code q,abbreviation,8
i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm,flight,0
how many flights does twa have with business class,quantity,10
show me the flights leaving from atlanta for washington dc on thursday morning,flight,0
how many cities are served by eastern with first class flights,quantity,10
show me the flights from baltimore to oakland,flight,0
how many cities are served by american airline with first class flights,quantity,10
what are the rental car rates in dallas,ground_fare,9
how much will it cost taking coach from orlando to indianapolis on december twenty ninth flying us air 311,airfare,2
what is the ground transportation available in fort worth,ground_service,4
find a flight from long beach to st. louis stopping in dallas,flight,0
what is mia,abbreviation,8
what about the flights from boston to la,flight,0
ground transportation baltimore,ground_service,4
i 'd like to find a flight between dallas and philadelphia,flight,0
instead of denver can i have the same flight from toronto to san diego but stopping in dallas fort worth,flight,0
what are the flights from orlando to cleveland on us air that arrive around 10 pm,flight,0
again i will repeat i want to make a one way flight from boston to atlanta will you tell me how much the fares are i would like the cheapest fare,flight+airfare,14
round trip fares from baltimore to philadelphia under 1000 dollars,airfare,2
i 'd like to see flights from baltimore to atlanta that arrive before noon,flight,0
is there a united flight from baltimore to san francisco on the morning of august twenty seventh,flight,0
what is the abbreviation for canadian airlines international,abbreviation,8
what flights leave pittsburgh after 5 pm on thursday and arrive in los angeles,flight,0
i 'd like a flight tomorrow from san diego to toronto,flight,0
what airlines fly into salt lake city,airline,6
i need a flight from boston to denver,flight,0
requesting flight information for flight from boston to baltimore on tuesday,flight,0
show me flights from atlanta to washington please,flight,0
what flights from washington dc to toronto,flight,0
what about a flight from boston to san francisco stopping in denver,flight,0
show me the flights from san diego to newark new jersey,flight,0
show me the cheapest fare from baltimore to dallas,airfare,2
show me flights from dallas to pittsburgh,flight,0
what are the cheapest fares for flights from newark to la leaving wednesday after 3 pm,airfare,2
do you have a 747 that flies from san francisco to baltimore,flight,0
show me all flights from montreal,flight,0
list types of planes that fly between pittsburgh and baltimore,aircraft,3
are there any flights between philadelphia and denver,flight,0
train to newark,ground_service,4
what flights from atlanta to toronto,flight,0
list the earliest flights from st. paul to houston,flight,0
i 'd like to fly from boston to san francisco,flight,0
show me some information on making a reservation from philadelphia to denver on sunday,flight,0
list all united flights from boston to san francisco with fare code qx,flight,0
leave flight from boston to atlanta leave boston approximately 1 pm,flight,0
i 'd like the cheapest one way fare from boston to atlanta please,airfare,2
give me flights that arrive in baltimore from denver,flight,0
when does continental fly from philadelphia to denver on sundays,flight_time,1
what flights from philadelphia to atlanta,flight,0
what does dfw mean,abbreviation,8
what time are the flights from baltimore to san francisco,flight_time,1
what flights are available tomorrow from denver to philadelphia,flight,0
what is sa,abbreviation,8
show me the flights from dallas to atlanta,flight,0
show me all flights from denver to san francisco next wednesday which leave after noon,flight,0
i would like flights between boston and atlanta on july eleven departing at one in the afternoon,flight,0
list all flights leaving denver on continental on sunday,flight,0
show me flights from baltimore to philadelphia,flight,0
show me flights from denver to philadelphia,flight,0
is there ground transportation from the boston airport to downtown boston,ground_service,4
what are your flights from denver to baltimore,flight,0
please list all flights leaving on thursday morning from new york city to toronto,flight,0
please list the cheapest flight from dallas to baltimore arriving on may seventh,flight,0
please list the flights taking off and landing on general mitchell international airport,flight,0
i need a flight from denver to pittsburgh on july seventh that leaves in the afternoon,flight,0
i 'm traveling from boston to atlanta and i 'd like to go sometime after 5 pm but i want to know what kind of airplane it 's on,aircraft,3
show me the flights from philadelphia to baltimore in the morning,flight,0
show me the cheapest flights from san francisco to boston,flight,0
show me ground transportation information for dallas fort worth,ground_service,4
could you tell me if delta flight 296 serves breakfast,flight,0
what price is a limousine service to new york 's la guardia,ground_fare,9
please list the flights from phoenix to san diego,flight,0
what flights leave la guardia for san jose and arrive 10 pm,flight,0
what is the seating capacity for the f28,capacity,13
i need fare information from denver to pittsburgh,airfare,2
please show me airlines with flights from boston to denver,airline,6
what flights are available from pittsburgh to boston on wednesday of next week,flight,0
can you show me the economy fare flights from baltimore to dallas,airfare,2
information on first class round trip from pittsburgh to san francisco,flight,0
i would like to see the economy fares for pittsburgh to philadelphia,airfare,2
what are the flights from las vegas to burbank on saturday may twenty two,flight,0
list all flights on continental from denver to chicago which depart after 934 pm,flight,0
show me flights denver to washington on wednesday,flight,0
list all flights from boston to san francisco with more than 3 stops,flight,0
what is the cost of united airlines flight 415 from chicago to kansas city thursday night,airfare,2
please give me the flight times the morning on united airlines for september twentieth from philadelphia to san francisco,flight_time,1
continental airlines on saturday from chicago to seattle,flight,0
i would like a flight from boston to san francisco on august seventeenth,flight,0
what flights from kansas city to chicago next wednesday arrive at chicago at about 7 pm,flight,0
give me a flight from philadelphia to denver on sunday,flight,0
all flights from sfo to long beach,flight,0
show me flights from pittsburgh to los angeles thursday evening,flight,0
looking for a flight to salt lake city,flight,0
please list all flights from philadelphia to boston,flight,0
what is the earliest breakfast flight from philadelphia to fort worth,flight,0
what is the aircraft type with the greatest seating capacity,aircraft,3
i would like to know what type of aircraft will be used on the morning of july seventh from atlanta to boston,aircraft,3
show me all the flights from denver to las vegas,flight,0
list all nonstop flights on tuesday before noon from charlotte to baltimore,flight,0
flying from pittsburgh to philadelphia on us air,flight,0
i want a flight that leaves thursday around 7 pm from chicago to kansas city,flight,0
what type of airplane is an m80,aircraft,3
show me the flights from baltimore to atlanta,flight,0
also show me all flights from oakland to denver,flight,0
what 's the schedule of flights from atlanta to boston on august first,flight_time,1
give me a list of the morning flights from atlanta to boston,flight,0
please list the flights from denver to phoenix,flight,0
show me prices and times for first class travel from baltimore to dallas next summer,airfare,2
show the flights from milwaukee to orlando on a thursday morning,flight,0
show me flights between memphis and las vegas on sunday,flight,0
what are the cost of morning flights from atlanta to baltimore,airfare,2
what airlines are there,airline,6
what flights leave san francisco on monday night and arrive at atlanta later in the evening,flight,0
show me the last flight from denver to boston,flight,0
can you tell me the afternoon nonstop flights departing from atlanta to boston,flight,0
show me one way flights from tampa to st. louis departing before 10 am,flight,0
show me the first class flights from denver to baltimore,flight,0
what flights go from denver to san francisco,flight,0
what is the coach economy class night service from boston to san francisco,flight,0
which flights go from philadelphia to san francisco,flight,0
what are the flights for united airlines on september twentieth in the morning,flight,0
i want a flight on twa from boston to san francisco,flight,0
please show me flights from philadelphia to baltimore between 10 am and 2 pm,flight,0
also show me the first flight from atlanta to denver on a thursday,flight,0
what is the earliest flight that i can get from bwi to boston logan,flight,0
now i need a flight from detroit to san diego leaving tuesday evening,flight,0
is breakfast served on flight ua 343 from boston to denver coach class,flight,0
list the cheapest flight from charlotte to memphis,flight,0
can you list the latest flights from oakland to salt lake city on wednesday,flight,0
i want a flight on continental from boston to san francisco,flight,0
i 'd like to go from boston to san francisco stopping in pittsburgh,flight,0
find the earliest breakfast flight from boston to oakland,flight,0
what is the total schedule for delta 's flights to all airports,flight_time,1
what is the cheapest flight flying from boston to atlanta before 8,flight,0
show me the earliest flight on thursday from atlanta to washington,flight,0
what is the most expensive flight from dallas to baltimore,flight,0
is there a flight from pittsburgh to baltimore that arrives between 6 and 7 pm,flight,0
what is the earliest flight from boston to washington,flight,0
what are the coach fares for flights from charlotte to newark tuesday evening,airfare,2
what is the name of the airport at denver,airport,5
what 's the cheapest flight from atlanta to baltimore,flight,0
give me flights that arrive in baltimore from atlanta,flight,0
flight from dallas to oakland california on monday,flight,0
how expensive is the san francisco limousine service,ground_fare,9
i would like a flight from baltimore to san francisco on twa with a stop in denver,flight,0
i would like the cheapest one way fare from dallas to denver,airfare,2
list the flights between san jose and houston,flight,0
what flights from kansas city to denver,flight,0
show me fares from dallas to baltimore that cost less than 300 dollars,airfare,2
how much does flight ua 281 from boston to denver cost,airfare,2
show me flights from atlanta to baltimore,flight,0
what does lax stand for,abbreviation,8
list flights from san jose to houston next sunday,flight,0
show me the least expensive flight from miami to new york on a sunday with first class fare,flight,0
ground transportation in las vegas,ground_service,4
i want to fly boston to san francisco,flight,0
show me flights from san francisco to denver,flight,0
what is the earliest flight from boston to denver,flight,0
i would like an early morning flight from chicago into seattle on continental airlines,flight,0
give me a flight from tampa to charlotte on sunday,flight,0
what does nw stand for,abbreviation,8
show me the flights from boston to pittsburgh on wednesday or thursday,flight,0
i need to fly from pittsburgh to oakland and depart in the afternoon,flight,0
i want a flight from atlanta to washington that leaves after 3 pm,flight,0
i need information on flights leaving dallas arriving in boston leaving dallas early in the morning,flight,0
list flights between oakland and san francisco,flight,0
show me the one way flights from detroit to westchester county,flight,0
flight between st. petersburg and charlotte,flight,0
show me all flights that arrive in philadelphia from baltimore denver or pittsburgh,flight,0
i need information on ground transportation from the airport in atlanta,ground_service,4
show me flights from anywhere to philadelphia arriving after 2100,flight,0
show me the flights from boston to philadelphia,flight,0
i would like the time your earliest flight from washington to philadelphia,flight_time,1
flights from oakland to san francisco on january twenty first 1992,flight,0
what are the cheapest one way flights from atlanta to pittsburgh,flight,0
show me all the flights that arrive in baltimore in the evening,flight,0
what are the flights from boston to denver on tuesday october fifteenth,flight,0
what does fare code y mean,abbreviation,8
i want to fly from boston to san francisco,flight,0
i would like a nonstop flight from new york to las vegas on march second,flight,0
what is the cost of limousine service in philadelphia,ground_fare,9
i need a flight from newark to los angeles leaving tomorrow evening,flight,0
i 'd like to fly round trip from boston to pittsburgh,flight,0
show me all the flights that go from baltimore to seattle,flight,0
i 'd like the first flight in the morning from boston to washington,flight,0
how far is it from salt lake city airport to salt lake city,distance,7
what is airline nw,airline,6
what is dl,abbreviation,8
show me all flights from atlanta to denver which leave after 5 o'clock pm the day after tomorrow,flight,0
can you show me the price of a flight to washington from atlanta on thursday morning,airfare,2
please show me the return flights from miami to new york,flight,0
what is the first flight arriving in montreal from toronto friday,flight,0
what is the least expensive one way fare between philadelphia and boston,airfare,2
what are the flights from baltimore to dallas on sunday night,flight,0
may i have a listing of flights from minneapolis to long beach california on tuesday,flight,0
what flights from st. paul to kansas city on friday with lunch served,flight,0
i would like to fly to san francisco from washington dc,flight,0
i need a flight from long beach to st. louis stopping in dallas the flight should also serve lunch,flight,0
how long does it take to get from denver to oakland,distance,7
what is the fare from atlanta to boston on coach one way,airfare,2
show me all flights from san francisco to boston philadelphia or baltimore,flight,0
which flights leaving baltimore to dallas on monday afternoon have economic class,flight,0
list flights from atlanta to boston on wednesday afternoon and thursday morning,flight,0
what is the smallest aircraft available to fly on from pittsburgh to baltimore,aircraft,3
what airline is ea,airline,6
what is the last flight from dallas to boston in the evening,flight,0
i would like information on a flight between washington and san francisco with a stopover in dallas,flight,0
what is fare code f,abbreviation,8
show me the flights arriving at love field from other airports,flight,0
i need a flight from logan to atlanta this afternoon,flight,0
flights that go from oakland to philadelphia on friday,flight,0
what is the distance from san francisco international airport to san francisco,distance,7
tell me about flights leaving from atlanta and going to charlotte north carolina next monday i need to know about flights that arrive in charlotte between 415 and 530 pm,flight,0
i 'd like to fly between boston and san francisco,flight,0
what flights from atlanta to toronto,flight,0
i 'd like to go from boston to san francisco with a stop in dallas,flight,0
show me all flights from san diego to miami with a stop in denver,flight,0
i 'm flying from boston to the bay area,flight,0
show all flights and fares from denver to san francisco,flight+airfare,14
is there an afternoon flight from charlotte to minneapolis around 2 pm,flight,0
show me the continental flights leaving chicago early saturday morning,flight,0
what is the earliest flight between logan and bwi,flight,0
what is the ground transportation between airport and baltimore,ground_service,4
show flights from pittsburgh into san francisco,flight,0
information on flights from denver to philadelphia,flight,0
what is the earliest american airlines flight leaving philadelphia for dallas,flight,0
does any airline have an early afternoon flight from boston to pittsburgh,airline,6
display all flights from dallas to boston on july thirtieth,flight,0
list nonstop flights from houston to dallas which arrive after 8 pm,flight,0
i need to go to san diego from toronto but i want to stopover in denver,flight,0
show me the morning flights from boston to philadelphia,flight,0
an early flight on wednesday morning from baltimore to newark,flight,0
what flights are there from memphis to las vegas,flight,0
what flights from washington to toronto,flight,0
find a flight from charlotte to las vegas that stop in st. louis that serve dinner and i want to find the airline for this flight,flight,0
what 's the earliest flight from san jose to houston,flight,0
how much does flight dl 402 from denver to philadelphia cost,airfare,2
what is the last flight of the day to leave baltimore for boston,flight,0
show me airlines with flights from pittsburgh to boston please,airline,6
first class from detroit to st. petersburg,flight,0
i want to go from san francisco to denver,flight,0
find the earliest flight from boston to san francisco that serves a meal,flight,0
find travel arrangements for a round trip flight from dallas to pittsburgh,flight,0
show me flights from milwaukee to orlando on wednesday night or thursday morning,flight,0
does dl stand for delta,abbreviation,8
list all flights leaving denver on continental on sunday after 2134,flight,0
listing of all first class flights from washington to san francisco,flight,0
give me nonstop flights from new york city to las vegas,flight,0
i 'd like to book a flight from denver to pittsburgh and i 'd like to go on eastern airlines,flight,0
show me the flights on friday from newark to tampa,flight,0
flights from pittsburgh to baltimore between 10 am and 2 pm,flight,0
what is the schedule of flights from boston to denver next monday,flight_time,1
show me all direct flights from san francisco to boston departing before noon,flight,0
what are all the available meals,meal,15
show me the cheapest flight on june fourteenth arriving in baltimore starting from dallas,flight,0
i need a flight from san francisco to boston that leaves after 7 am,flight,0
from philadelphia to toronto,flight,0
what is the cheapest fare from washington to san francisco,airfare,2
what flights are there from new york city to las vegas,flight,0
what is the first flight from boston to atlanta,flight,0
please give me flight schedules from baltimore to philadelphia,flight,0
what flights from kansas city to denver after 845 in the morning,flight,0
what is the ground transportation from boston airport to boston downtown,ground_service,4
from los angeles to phoenix on a friday,flight,0
dallas to oakland monday,flight,0
all flights from boston to washington dc on november eleventh,flight,0
could you please find me a nonstop flight from atlanta to baltimore on a boeing 757 arriving at 7 pm,flight,0
what are the flights available in the morning between boston and denver,flight,0
ground transportation in dallas and boston,ground_service,4
what flights are available from atlanta to oakland with one way economy fares,flight,0
do you have a flight from atlanta to boston that will stop in washington,flight,0
i live in denver and i 'd like to make a trip to atlanta,flight,0
show me the united flights from denver to baltimore,flight,0
is bwi washington,city,11
list the flights from new york to miami on a tuesday which are nonstop and cost less than 466 dollars,flight,0
i would like to fly from denver to boston,flight,0
what flights do you have leaving denver and arriving in san francisco,flight,0
what airlines fly from philadelphia to san francisco,airline,6
i would like a flight on continental airlines on august twentieth from washington to pittsburgh,flight,0
show me the dinner flights from baltimore to oakland,flight,0
show me the last flight on wednesday from atlanta to denver,flight,0
i would like to make a round trip between washington and san francisco,flight,0
how much is the cheapest flight from denver to pittsburgh with a stop in atlanta,airfare,2
what does ord mean,abbreviation,8
what are connecting flights from chicago to seattle on june first,flight,0
how about april twenty seventh denver to washington,flight,0
what flights go from boston to dallas,flight,0
what is sa,abbreviation,8
can you show me what fares are available from oakland to dallas on december sixteenth one way only,airfare,2
show me the round trip tickets from baltimore to atlanta,airfare,2
please show me the flights from denver to baltimore between 10 am and 2 pm,flight,0
i need a late flight from san francisco to boston on wednesday,flight,0
