text,intent,labelIndex,ERNIE(预训练模型),Bi-LSTM(非预训练模型)
我还想订一张小孩子的机票要怎么订呢，,预订客票,4,预订客票或兑换积分,预订客票
fm9264飞到那个上海虹桥的t1还是t2,查询航站楼信息,51,查询机场或营业部信息,查询航站楼信息
***订票的时候用啊那，那我现在，现在那个登录好这个机票怎么出呢,预订客票或兑换积分,21,办理网站业务,预订客票或兑换积分
"你好,我是今天晚上从沈阳到英国纽卡斯尔的航班,由于沈阳到北京一段航班取消改到了明晚的航班。但是改签以后我北京到阿姆斯特丹一段无法在线值机选座了",办理值机选座,22,申请及查询电子发票,办理值机选座
登机牌登机服务，,咨询登机牌问题,25,办理值机选座,咨询登机牌问题
我就问一下我我那个我确定一下我的呃票到底是取消了还是没取消，,查询航班动态,11,验证电子客票,查询航班动态
嗯是的，我就转的，就是改签的票，我看，查订到了没有，你，转人工，,办理客票改期,2,人工服务,办理客票改期
哦查询一下，我正在，退改的那个嗯机票什么时候能退啊，,办理航班退票,3,查询机票退款进度,办理航班退票
请问一下明天，就是，早晨七点到厦门的，登楼，到厦门机场的，,查询航班动态,11,咨询乘机时限,查询航班动态
"那个我那个就是说这个7月2号订的,海浪机场,到那个青岛的那个,一个叫杨叶,邓的一个机票我已经付款了为什么,我爸爸现在去取票,她说没有付款呢",验证电子客票,12,办理值机选座,验证电子客票
机票不是我买的，可是我想查一下座位跟机票购买价格，去哪里查啊？,验证电子客票,12,办理值机选座,验证电子客票
我有一个票票，就是因为疫情的原因，然后停飞了说退我款呢，一直没有退，我怎么办呢，,办理航班退票,3,查询机票退款进度,办理航班退票
你好我请问一下我购买的那个飞机票为什么到现在还没有出票，我也不知道，那个登机牌在哪里取，,办理值机选座,22,咨询登机牌问题,办理值机选座
嗯更改一下出票信息，,修改客票或会员信息汇总,29,办理客票改期,修改客票或会员信息汇总
我想咨询航班计划,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
等一下，明天那个八点八点半那个去广州那趟飞机取消了，那什么原因呢，那取消了，你，你说我们，你要早点说，我们就退票了，你都到上海了，,办理航班退票,3,办理客票改期,办理航班退票
你好我已经值机，但我想退票怎么办理，,办理航班退票,3,取消值机,办理航班退票
啊请帮我转那个机票预订咨询机票咨询，我现在为号号就开始，人家说的，我挺慌的，我现在都赶不上赶能不能全退，我操，,办理航班退票,3,预订客票或兑换积分,办理航班退票
我想那个订个机票，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
我要退票我转人工，,人工服务,13,办理航班退票,人工服务
行程单已经过了一个周,查询行程单邮寄进度,17,配送行程单,查询行程单邮寄进度
你好我想打印那个飞机的电子报销凭证但是他显示已过期，,配送行程单,15,申请及查询电子发票,配送行程单
1700间飞行是否需要健康证明，,申请健康申明,49,咨询新冠肺炎防控要求,申请健康申明
一月三十一日，ｍｕ九六五一，航班航空公司已取消退款，为什么，嗯为什么没有退完，扣了二百一十一元，,办理航班退票,3,查询机票退款进度,办理航班退票
关键，退票转人工，,办理航班退票,3,人工服务,办理航班退票
我刚才有一张机票报了一个，保留，,办理客票改期,2,验证电子客票,办理客票改期
嗯我想那个，孩子留学嘛，温哥华的那个呃飞机嘛，想，十七号十四号那个东航的是有飞机的对吧，,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
那个我，你再帮我发一个我的卡号，我刚申请的，卡号的短信，还有我一，嗯，我要注册，我添加邮箱，他写，嗯获取二维码，我这总有得不到二维码是怎么回事呀，,办理网站业务,23,修改会员资料,办理网站业务
这个感冒啊，这个这个那个上嘴咳的，我都不知道咋的，后来以后也是没有招了，现在是你要是在上海再住一宿的情况下，你包括酒店啊包括赔偿啊，你要能够找到的话，你有合理的安排，咱也可以考虑考虑,投诉,50,办理客票改期,投诉
呃因为是我之前订的机票呃现在由于呃你们东方航空公司的原因然后帮我改签了，然后这个时间段，跟我下一个航班就呃连接不上所以我想咨询一下退票，,办理航班退票,3,办理客票改期,办理航班退票
呃我就是想问一下你们那边六月份有没有航班直接到洛杉矶的，,查询航班动态或预订客票,16,预订客票或兑换积分,查询航班动态或预订客票
我那个有一张票退款了为什么一直在受理中呢，,办理航班退票,3,查询机票退款进度,办理航班退票
"我我预订的那个西安飞往银川的MU2266,航班时间变更了",查询航班动态,11,办理客票改期,查询航班动态
嗯你可不可以帮我查一下，绵阳到上海，这个航空的飞机飞机还飞吗？,查询航班动态,11,查询航班动态或预订客票,查询航班动态
那，你给我确认一下位子呗，,办理值机选座,22,验证电子客票,办理值机选座
他这完事儿才能转人工，还是死了都，嗯我要我要咨询撤销航班，,人工服务,13,办理客票改期,人工服务
你好我问一下那个，之前，我在飞猪上和携程上订的那个呃，机票还正常飞吗,查询航班动态,11,验证电子客票,查询航班动态
修改电话联系人，,修改客票联系方式,52,修改客票或会员信息汇总,修改客票联系方式
不是，我看你们发的那个信息是机票是怎么说，他刚才他说是说那个就是说是什么航班，什么什么事我也听不来，就是说我问一下是什么情况，,验证电子客票,12,查询航班动态,验证电子客票
怎么那个，因为一些事情，嗯退票可以不收退票费吗改签费改签费改签费，我们无锡刚刚发出来，喂你在吗？,办理客票改期,2,办理航班退票,办理客票改期
就是他，他还没有把钱我，他没有通过没有通过审核，但是我今天就退了，早上就退了到现在还没有反应，,查询机票退款进度,6,办理航班退票,查询机票退款进度
我要问一下，七号，航空公司从上海飞往芝加哥的航班飞不飞，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
找人工服务台投诉，,投诉,50,人工服务,投诉
请问在境外用护照订的机票但是机票丢了，现在办补办的旅行证，可可不可以改签机票信息了，,修改客票证件,44,办理客票改期,修改客票证件
关于国外机票的订购确认问题，,验证电子客票,12,预订客票,验证电子客票
"不是订机票,我是问一下,本来订的明天早上,南京,mu2338那个,接收不到,明天中午起飞",查询航班动态,11,办理客票改期,查询航班动态
直接转人工，查询航班就行了，,人工服务,13,查询航班动态或预订客票,人工服务
啊我查询一下6月3号加格达奇飞上海浦东的这趟机票呃，刚才有个语音通知，我已经取消航班，现在，我想确定一下，,办理客票改期,2,查询航班动态,办理客票改期
帮我转一下积分的那个工作人员吧，积分管理的工作人员吧，,人工服务,13,会员服务其他,人工服务
我说我有个订单退票为什么还没有退，好，,办理航班退票,3,查询机票退款进度,办理航班退票
你好，咨询航班在北京到三亚的航班，在南京转机，想咨询一些，,咨询中转相关问题,5,查询航班动态或预订客票,咨询中转相关问题
我想我想咨询一下，菲律宾马尼拉飞往上海的机票，嗯，目前还有票吗？,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
我想问一下因为我在你那边购了，从台湾，转上海呃从台湾到上海转至昆明，可是我到了上海又被河里就没有，没有办法去昆明的那我去昆明的票可以退吗？,办理航班退票,3,办理客票改期,办理航班退票
为什么还不成功退票？,查询机票退款进度,6,办理航班退票,查询机票退款进度
请问退票怎么没有成功啊，,办理航班退票,3,查询机票退款进度,办理航班退票
我问一下我有一个二十公斤的密码箱能不能带走，,咨询特殊物品运输规定,8,咨询托运及非托运行李规定,咨询特殊物品运输规定
我的飞机被被莫名的改期了，我要问一下什么原因，,办理客票改期,2,查询航班动态,办理客票改期
嗯你好我就是想要看就是因为我在网上买的机票然后我想要改签，可是他，我在上面选了座位了然后取消不了那个值机然后我想改签要怎么弄，,办理客票改期,2,取消值机,办理客票改期
双肩背包，可以托运吗？,咨询特殊物品运输规定,8,咨询托运及非托运行李规定,咨询特殊物品运输规定
哎你好我原先买的是呃从巴西回来的联票到福州嘛然后，因为隔离了，,咨询新冠肺炎防控要求,0,办理客票改期,咨询新冠肺炎防控要求
我要了解我自己，国航班的一个情况，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
我想办这班航班取消可以吗？,办理客票改期,2,取消值机,办理客票改期
"我需要贵宾通道,vip通道一,客通道",查询机场或营业部信息,24,办理VIP旅客,查询机场或营业部信息
嗯我要咨询一下这个飞机班次的事，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
请问这个延误航班延误信息，怎么证明是真实的，,申请航班延误取消证明,77,查询航班动态,申请航班延误取消证明
嗯，名字，改签改信息，,修改客票姓名,27,修改客票或会员信息汇总,修改客票姓名
小孩没有身份证，只有社会保障卡，请问如何买机票,咨询乘机证件规定,32,预订客票,咨询乘机证件规定
国际航班买座位，,办理值机选座,22,预订客票,办理值机选座
呃我那个航班取消了，给取消了，后来改成那个虹桥到青岛的这个还需要再确认一下的吗？,办理客票改期,2,验证电子客票,办理客票改期
还有什么可以去呃呃，还有，可以什么可以去旧金山的航班吗？,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
我想问一下二次退款审核时间大概是多久,查询机票退款进度,6,办理航班退票,查询机票退款进度
客票状态是已换开是什么意思，,验证电子客票,12,办理客票改期,验证电子客票
查询最近金边到国内的机票，,预订客票或兑换积分,21,预订客票或验证电子客票,预订客票或兑换积分
你可以帮我把，刚刚那个k l，改成一个,办理值机选座,22,修改客票或会员信息汇总,办理值机选座
我需要打印，机场建设税，建设税的发票，打，嗯，不知道怎么用，,申请及查询电子发票,40,配送行程单,申请及查询电子发票
你好我想咨询一下业务月四号，美兰直飞温州的，航班信息，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
我今天凌晨付款确定的广州到三亚行程如何看确认订单？另外行程单和瓜票如何拿？,申请及查询电子发票,40,验证电子客票,申请及查询电子发票
帮我查一下，昌北南昌昌北机场，4点20那个机飞机有没有停运，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
更改机票乘坐人号码，,修改客票联系方式,52,修改客票或会员信息汇总,修改客票联系方式
值机选座，以后，如何查看登机牌，,办理值机选座,22,咨询登机牌问题,办理值机选座
哎我现在要接通话务员，我要咨询，就是，我要我要买位置，,办理值机选座,22,人工服务,办理值机选座
我想问下发票里面会显示行程地点和日期吗,申请及查询电子发票,40,配送行程单,申请及查询电子发票
4月1号，是否有特异，纽约到浦东的航班，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
现在登机，能使用，电子登机吗？,办理值机选座,22,咨询乘机规定,办理值机选座
你好，我想改手机的，飞机降舱，,办理客票改期,2,办理客票升舱,办理客票改期
咨询国际航班机票，,预订客票或兑换积分,21,查询航班动态或预订客票,预订客票或兑换积分
上海航空FM9159号浦东机场，嗯，2020年4月2日到长春的那个那个飞机，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
预存机票服务，,办理客票改期,2,预订客票,办理客票改期
我需要查询航班状态，请让我，联系人工客服，,查询航班动态,11,人工服务,查询航班动态
我订的5月13号的飞机，我十二号有订过但是他取消了，十三号，我改签了，为什么，这些取消呃你们飞机自己取消，为什么，我们退的不是全额款，,办理航班退票,3,办理客票改期,办理航班退票
咨询航程，,查询航班动态,11,验证电子客票,查询航班动态
哎你好我想问一下就是你们这边就是宜宾发的吗，就是，25号不是有一班宜宾到厦门的吗？,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
你把我的那个机票取消以后，我是就用不起来了，因为我是订了下午那个从厦门回来是六六，4点50的票，所以你这个票给我推迟以后我就要把这个票全部退掉吧，,办理航班退票,3,办理客票改期,办理航班退票
优选座位订单支付的是积分吗？就是付费的那种,兑换积分,41,办理网站业务,兑换积分
我有一张，一月三十日，宁波去重庆的机票改签的，一月二十六号，不知，改签成功没有，,办理客票改期,2,验证电子客票,办理客票改期
你好我请问一下我那个身份证是临时身份证可以取票吗，,咨询乘机证件规定,32,办理值机选座,咨询乘机证件规定
我退票了到现在还没有收到退款，,查询机票退款进度,6,办理航班退票,查询机票退款进度
那该航班有被影响了，,查询航班动态,11,验证电子客票,查询航班动态
我要机票改签，乘机人，,办理客票改期,2,修改客票姓名,办理客票改期
订单号查询,验证电子客票,12,查询订单,验证电子客票
东航六月份飞那个温哥华的航班有吗？,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
哦我想咨询一下，集团公司的免优票，呃携带婴儿的话怎么样办理，,预订客票,4,办理集团客户业务,预订客票
幸运升舱，退款，,办理航班退票,3,办理客票升舱,办理航班退票
你好想问一下，多伦多飞北京的航班是否有票，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
你好我就是刚刚，嗯我我是买从伊春买到厦门的机票，,预订客票,4,查询航班动态或预订客票,预订客票
查询，候机室，,查询机场或营业部信息,24,咨询贵宾室业务,查询机场或营业部信息
我们的航班延误了需要开延误证明,申请航班延误取消证明,77,申请及查询电子发票,申请航班延误取消证明
上海飞八，航班查询，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
嗯，我们有抓到一个失信人员，然后请问失信人员怎么样才能坐飞机，,预订客票,4,修改客票或会员信息汇总,预订客票
我那个改签机票之后怎么没有收到短信呢，,办理客票改期,2,验证电子客票,办理客票改期
帮我查一下8月12号柳州到合肥的航班，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
国内机票预订，我记得是1万六，1万两千多，一抹绿，,预订客票,4,预订客票或兑换积分,预订客票
已办的值机手续的怎么样退票，,办理航班退票,3,取消值机,办理航班退票
"我们也是,上海到西安,呃呃,聂向锋的锋字错了一片,改改过来了没有",修改客票姓名,27,修改客票或会员信息汇总,修改客票姓名
不是，我已经买了机票买了机票是明天早上呃8点20的飞青岛的是不是因为天气原因改时间了，,办理客票改期,2,查询航班动态,办理客票改期
嗯小东，我是这样问你，现在那个我们从上海出去到北海，我们机票是12月1日的是上午的，现在这个浦东是出了那个，新光附近，病毒吗一，做不做核酸啊我们出去的时候，,咨询新冠肺炎防控要求,0,办理航班退票,咨询新冠肺炎防控要求
我想带儿童坐飞机，,预订客票,4,咨询乘机规定,预订客票
FM9128的呃航班停，t2的，虹桥机场，对吗？,查询航班动态,11,查询航站楼信息,查询航班动态
你好我要预定，从和田到乌鲁木齐，的机票,预订客票,4,预订客票或兑换积分,预订客票
延误到哪了，到今天下午才转的，,办理客票改期,2,查询航班动态,办理客票改期
你好我问一下现在这个餐食，是不是不让带上飞机啊，,查询航班餐食,69,咨询特殊物品运输规定,查询航班餐食
就是要跟东航打电话确认我可以上飞机吗？,验证电子客票,12,咨询乘机规定,验证电子客票
在手机上面支付宝里面还有飞猪旅行，里面都买不了，这个机票是什么情况，,预订客票,4,验证电子客票,预订客票
我就怕被航班取消了那能不能取消啊，,办理航班退票,3,办理客票改期,办理航班退票
你好我想请问一下今天的MU2808航班是不是改时间了，,查询航班动态,11,办理客票改期,查询航班动态
你们的航班改，嗯，取消了吗，明天，郑州飞往泸州云龙的，,办理客票改期,2,查询航班动态,办理客票改期
为什么登机牌不能保存到钱包,咨询东航钱包问题,71,补登积分,咨询东航钱包问题
请把这个行程单发给我,申请及查询电子发票,40,配送行程单,申请及查询电子发票
你好我在去哪儿网买了张机票，2月1号从重庆到北京的机票到现在还退不了票啊，到底是什么原因，我需要跟你们人工服务，了解情况，,查询机票退款进度,6,办理航班退票,查询机票退款进度
我们航班被取消了,办理客票改期,2,查询航班动态,办理客票改期
呃一个大人带一个小孩但是大人退票了以后这个小孩的票，还能保留吗？,办理客票改期,2,关联客票,办理客票改期
是就是东航航班对吧，核实共享，,验证电子客票,12,查询航班动态,验证电子客票
航班查询，嗯嗯，行遍，,查询航班动态,11,办理客票改期,查询航班动态
呃我要咨询一下就是我之前买的商务舱的票，但是到了台湾，一回到国内的时候变成不能使能做商务舱，但是不能进机场的贵宾室啊，这个问题要怎么解决，我，如果我因为我现在还要再买票，,预订客票,4,办理客票升舱,预订客票
改飞机票信息，,修改客票或会员信息汇总,29,办理客票改期,修改客票或会员信息汇总
我说就是它，登机需要什么？,咨询乘机规定,59,咨询乘机证件规定,咨询乘机规定
"嗯您好我想查一下我8月3号从绵阳都在机场飞往那个呃呃,绵阳,兰州机场飞往洛社机场,宁波,呃行那个",预订客票,4,验证电子客票,预订客票
就是前两天三十号嘛我们买了一个机票然后他那天下午给我说那个因为天气原因给我取消航班了,办理客票改期,2,查询航班动态,办理客票改期
从成都飞，要注意什么吗？,咨询乘机规定,59,咨询新冠肺炎防控要求,咨询乘机规定
请问3月30号东航伦敦飞上海浦东的机票，,预订客票或兑换积分,21,查询航班动态或预订客票,预订客票或兑换积分
我想查一下预定的航班信息，,查询航班动态,11,验证电子客票,查询航班动态
你好我想问一下预定机票的事情,预订客票,4,预订客票或兑换积分,预订客票
你好查一下，上海飞上海往返飞多伦多的行航班，,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
白酒能带多少瓶，,咨询特殊物品运输规定,8,查询遗失物品,咨询特殊物品运输规定
不是我是问一下这个，负责网站工作人员的，客服咨询，,人工服务,13,办理网站业务,人工服务
嗯核实一下退票事宜，,办理航班退票,3,查询机票退款进度,办理航班退票
我刚才就用我的，10万积分兑换了两张去天津的机票，嗯我想帮我查一下是否购买成功，,验证电子客票,12,兑换积分,验证电子客票
十号我们购买的航班从厦门到上海从上海转机到莫斯科，但是现在，从厦门到上海的机票被取消了，那请问，我们从上海到莫斯科的航班，还能走吗？,查询航班动态,11,办理客票改期,查询航班动态
转接人工客服，国内，退票，,人工服务,13,办理航班退票,人工服务
你好我想问一下我要买马马尼拉到上海的机票，可不可以买，九月份的然后付改签费，到七月，,办理客票改期,2,预订客票,办理客票改期
我要寻找失物，你能不能帮我转人工台，,人工服务,13,查询遗失物品,人工服务
我上飞机拎走拎东西上飞机，有有要求吗？,咨询托运及非托运行李规定,33,咨询特殊物品运输规定,咨询托运及非托运行李规定
我不，购买机票，我要投诉，我22号订的票改签到26号了，怎么，26号又给我给给退了，又要改签，10月22号的，完了又改成11月26号的，10月26号，怎么又改成这个，又得又得让我改签，,办理客票改期,2,投诉,办理客票改期
请问一下我们4月3号的机票改到4月4号，这个确定吗？,办理客票改期,2,验证电子客票,办理客票改期
嗯，你刚刚说要下载哪个，东航的app是东航东方航空机票预订，航班查询的app吗？,办理网站业务,23,预订客票或兑换积分,办理网站业务
他应该说的是南航的那一趟六九幺三，十七点三十分的那一趟,办理客票改期,2,验证电子客票,办理客票改期
把刚才的那个，播报时，再重复一遍，,重复,54,人工服务,重复
请问在这个东方航空公司这个手机app上订的票啊，为什么，查询不到这个机票信息啊，,办理网站业务,23,验证电子客票,办理网站业务
他这个好像，那你问一下他这个飞机没有出现时间，没有，变更什么的吧，,查询航班动态,11,验证电子客票,查询航班动态
我想就辦登機證可是沒有手機驗證短信,办理网站业务,23,补登积分,办理网站业务
我想趁咱们东航的班机，,查询航班动态或预订客票,16,咨询乘机规定,查询航班动态或预订客票
呃今天的那个MU2948航班延误了我这边可不可以晚点去办登机牌，,咨询登机牌问题,25,咨询乘机时限,咨询登机牌问题
我的退票费现在到现在没给我退回来，我要查一下，,查询机票退款进度,6,办理航班退票,查询机票退款进度
喂你好我问一下那个呃买飞机票，咱们的，加一天是什么意思，是不是一，在哪个中转的第一，一天第二天再坐飞机，换乘飞机，,办理客票改期,2,咨询中转相关问题,办理客票改期
帮我查一下6月6号的机票呗，有一个，因为已经取消了是什么原因，,查询航班动态,11,办理客票改期,查询航班动态
嗯问一下我今天买了飞机票呀，没座我买了，他把钱扣了，问一下，我就想问一下，把飞机票买上了没有，,验证电子客票,12,预订客票,验证电子客票
你好我想查一下一张改签的票，,办理客票改期,2,验证电子客票,办理客票改期
换不了登机牌，,咨询登机牌问题,25,办理值机选座,咨询登机牌问题
查询退票中的订单，,办理航班退票,3,查询机票退款进度,办理航班退票
我们的机票是从银川10月30号从银川河东机场到乌鲁木齐的，,查询航班动态或预订客票,16,验证电子客票,查询航班动态或预订客票
昌北机场有开吗？,查询机场或营业部信息,24,查询航班动态或预订客票,查询机场或营业部信息
查询MU2467，6月25号呃哈尔滨太平寺机场飞到加拿大的飞机，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
麻烦你给我转人工我那个改签还没成功，,办理客票改期,2,人工服务,办理客票改期
啊帮我查一下，从武汉到西班牙马德里的，呃八月份的机票有没有，,预订客票,4,预订客票或兑换积分,预订客票
"我想问一下,东航,今天下午从湛江飞上海的有没有航班了",查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
退改机票，国际的，我要人工台，,办理客票改期,2,人工服务,办理客票改期
我想咨询一下，嗯，小孩的社会保障卡能不能买机票，,预订客票,4,咨询乘机证件规定,预订客票
你好我想查询一下那个我在嗯，一个小时前左右，退了一张机票，,办理航班退票,3,查询机票退款进度,办理航班退票
我想查一下航班号,查询航班动态,11,查询航班动态或预订客票,查询航班动态
嗯官网客服,办理网站业务,23,人工服务,办理网站业务
嗯我问一下就是如果买的机票，他是用周末随新飞，兑换的话那个那个发票给我们开的发票那个金额是按照实际票价来还是说按照我们支付的实际金额为准的，,配送行程单,15,申请及查询电子发票,配送行程单
需要航班延误的信息,查询航班动态,11,申请航班延误取消证明,查询航班动态
5月15号的，MU7054有没有这趟航班，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
我最后一次十二月一号回来坐南航的飞机，他把飞机给我寄到南航，上了，我现在想换到东航的积分上可以吗？,补登积分,39,查询积分累积标准,补登积分
我今天的机改签成明天的，当时信息一直提醒我，今天的机票，,办理客票改期,2,验证电子客票,办理客票改期
我会员账号，不知道啦，我要我要语音服务，我要那个人工服务啊，,人工服务,13,查询会员卡卡号,人工服务
无法查询航班,查询航班动态或预订客票,16,验证电子客票,查询航班动态或预订客票
什么东西，唉你别开了，这些都是我你看你有没有改期，,办理客票改期,2,验证电子客票,办理客票改期
我要修改，呃订票的那个那个证件名称，,修改客票证件,44,修改客票或会员信息汇总,修改客票证件
啊我只是收到短信说我的机票取消我想查一下我昨天晚上订的机票呃，还有，在不，,验证电子客票,12,办理客票改期,验证电子客票
机票预订国际票预订，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
我的机票你们改签了我问一下，能准点起飞吗，还会改再改时间吗？,查询航班动态,11,办理客票改期,查询航班动态
微信订购的机票在机场能能否能否直接取行程单，,查询机场或营业部信息,24,配送行程单,查询机场或营业部信息
就是，我的航班已经被取消了但是因为我是学生，然后现在还不知道具体的开学日期，,办理客票改期,2,查询航班动态,办理客票改期
我的订单什么时候能退呀，,办理航班退票,3,查询机票退款进度,办理航班退票
你好我想咨询一下婴儿登机的手续，,咨询乘机规定,59,咨询乘机证件规定,咨询乘机规定
我那个号那个一张两张机票已经在那个去哪儿网已经退票了，对方显示是在审核当中，现在你们这边又通知我航班改期了，我也不知道怎么办，,办理客票改期,2,查询机票退款进度,办理客票改期
我需要一个短信，因为我那个你刚才说的这个，我没有记下来，我需要你们提供给我发一个短信发过来，因为我，上届是第二次改签了上次改签在4月29号，他就有，你们公司就有发短信给我发到我手机上，这一次我也要求发短信发在我手机上，,办理客票改期,2,验证电子客票,办理客票改期
你好我的机票突然被取消了什么原因，,查询航班动态,11,办理客票改期,查询航班动态
嗯行程单退票，,办理航班退票,3,配送行程单,办理航班退票
在app上怎么改航班，,办理客票改期,2,办理网站业务,办理客票改期
喂你好请问一下现在那个从武汉到南宁的票有吗？,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
嗯我想问一下3月8号有一个2760航班下午四点的我申请退票了为什么现在还没退，,查询机票退款进度,6,办理航班退票,查询机票退款进度
你好是这样的我原来订的是本月26号晚上十点起飞的呃广州飞昆明的现在收到信息是六点起飞到六点起飞的话，这个时间我没办法走，,办理客票改期,2,办理航班退票,办理客票改期
修改特殊旅客信息，,修改客票或会员信息汇总,29,特殊服务汇总,修改客票或会员信息汇总
我的电子行程单有错误我改了签然后电子行程单的话，是以前的，电子行程单，我想补一个新的，,配送行程单,15,办理客票改期,配送行程单
从韩国的首尔仁川到上海，六月份还有没有机票，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
我想知道我这个航班，我，我买了那个，,验证电子客票,12,查询航班动态,验证电子客票
"妹的,隐藏够深的。建议你们把〖电子发票〗直接放在特色服务的下一级选项菜单中",投诉,50,申请及查询电子发票,投诉
我想问一下我那个退款是怎么来的，,办理航班退票,3,查询机票退款进度,办理航班退票
退票审核审理时间，,办理航班退票,3,查询机票退款进度,办理航班退票
我买的票到北京那边，现在不行，不不，不让回去啊，所以我们要退了，了一情严重不让回，退了现在说是审核不过去什么原因，明天就到日子了，那这机票还能用吗？,办理航班退票,3,查询机票退款进度,办理航班退票
没有我已经买了机票就是说明天中午从昭通到重庆的机票是不是改时间了，,验证电子客票,12,办理客票改期,验证电子客票
我说这个发票我能去那个机场直接找工作人员帮我开吗？,配送行程单,15,申请及查询电子发票,配送行程单
什么意思啊，不是我订票啊，给我转人工，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
查一下，蔡雅萍的，航班改到几点了，,查询航班动态,11,验证电子客票,查询航班动态
怎么查询我打印的电子发票邮寄进度啊,申请及查询电子发票,40,查询行程单邮寄进度,申请及查询电子发票
我我现在退申请退的票有没有行李退的票怎么还没有完啊，,办理航班退票,3,查询机票退款进度,办理航班退票
南昌昌北机场是否值班值机，正常，,办理值机选座,22,查询机场或营业部信息,办理值机选座
就是有一我订了一张票，10月29号的航班被取消了，你帮我转一下人工，,人工服务,13,办理客票改期,人工服务
"你那了我的账号身份证,就可以查到我有哪些机票是没有开发票的吧,",申请及查询电子发票,40,验证电子客票,申请及查询电子发票
我要查一下我之前买的那个昆明到福州的，没有，坐的那个航班，,验证电子客票,12,查询航班动态,验证电子客票
诶我想查一下，这个银行的，航空这个航班号，,查询航班动态,11,咨询银行联名卡业务,查询航班动态
呃退积分，,会员服务其他,28,兑换积分,会员服务其他
我有个航班订单被取消了什么原因，转人工，,人工服务,13,查询航班动态,人工服务
动物托运宠物托运，,办理小动物运输,1,人工服务,办理小动物运输
我已经退票了，票已经退完了，那我这个账户钱他会退到哪里去啊，,查询机票退款进度,6,办理航班退票,查询机票退款进度
"我是那个机票订了是呃,潮汕机场到成都,我买了那个中转,现在,我想改成那个,就是当天的航班改成那个值机,行不行",办理客票改期,2,办理值机选座,办理客票改期
"给我转一下,特殊,不正常航班,特殊服务",办理客票改期,2,人工服务,办理客票改期
我想查询一下今天从上海浦东机场飞往长沙去程的航班信息，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
我要订飞往美国的机票6月23号左右，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
我想致电一下，巴中恩阳机场，,查询机场或营业部信息,24,查询航班动态或预订客票,查询机场或营业部信息
你好我想请问一下我二号买的那个机票然后，南昌到景迈的，呃南昌到昆明的机票是不是改时间了，十一点五十五分的那个，,查询航班动态,11,验证电子客票,查询航班动态
帮我查询一下国际的机票，,预订客票或兑换积分,21,预订客票或验证电子客票,预订客票或兑换积分
请问我定了曼谷到昆明的回程机票，去曼谷入境的时候需要出示行程单，在哪打印,配送行程单,15,申请及查询电子发票,配送行程单
我怎么样可以知道这个就说是这个票呃这张机票是，团队票还是散客票啊，,办理团队业务,61,验证电子客票,办理团队业务
帮我把机票预订，上呀，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
请问一下从美国飞往中国的航班有没有开通了没有，,查询航班动态或预订客票,16,预订客票或验证电子客票,查询航班动态或预订客票
喂你好，我的唯一，订的航班取消了我现现在想查一下我的行程，,办理客票改期,2,验证电子客票,办理客票改期
哎麻烦帮我查一下就是六月份有没有，从美国回中国的航班，,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
我想查以前购买机票的情况，,验证电子客票,12,预订客票,验证电子客票
不是，买机票，我机票订好了，问问，这个航班恢复了没有，原来南京到达拉斯的，,验证电子客票,12,查询航班动态或预订客票,验证电子客票
嗯我今天的我本来买的8月7号的机票，但是，,验证电子客票,12,查询航班动态或预订客票,验证电子客票
5月27号19点35分昆明飞保山的这个航班，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
钱包，健康申明，,申请健康申明,49,咨询东航钱包问题,申请健康申明
嗯你好我看一下那个发的信息就是嗯把那个，李晟，还有墨镜，俊兰，那个机票改成今天的机票改成明天的了对吗？,办理客票改期,2,验证电子客票,办理客票改期
