text,intent,labelIndex,ERNIE(预训练模型),Bi-LSTM(非预训练模型)
退票ａｐｐ订票，,办理航班退票,3,办理航班退票,预订客票或兑换积分
那取消，卡，咋说呀，注销吧，嗯信用卡注销，,咨询银行联名卡业务,38,咨询银行联名卡业务,注销会员
"喂你好我买的航班,但是,在航旅纵横上出现的,是不是,我买的那一个航班",验证电子客票,12,验证电子客票,查询航班动态
想咨询一下这个机票上面选择的是无餐食，都不能改改，更改一下，,申请特殊餐食,55,申请特殊餐食,修改客票或会员信息汇总
嗯请问，一名成人，可以同时带一个儿童和婴儿乘坐飞机吗？,咨询特殊物品运输规定,8,咨询特殊物品运输规定,咨询乘机规定
就是说我买的三点钟三点多钟的到昆明长水机场的，那么，三点过五分的，长水机场，可不可以换到八点多钟的，到长水机场，早上，,办理客票改期,2,办理客票改期,验证电子客票
你好我问一下老年人购买机票如何购买啊，,预订客票,4,预订客票,办理高龄老人
你好我要改我要，,办理客票改期,2,办理客票改期,修改客票或会员信息汇总
找回用户，,查询会员卡卡号,37,查询会员卡卡号,查询遗失物品
诶你好我想问一下上次不是说发了一个信息，那个对那个，我积分兑什么啊，有什的，我这个怎么还没到快递呢，,查询积分商城,65,查询积分商城,兑换积分
人工修修改信息，,人工服务,13,人工服务,修改客票或会员信息汇总
邮箱，我看看他的那个信息发给这个订票人的邮箱，你们去哪儿呢，,配送行程单,15,配送行程单,验证电子客票
我想问一下延误航班的事情，,办理客票改期,2,办理客票改期,查询航班动态
"我想改,你们的员工,981018",人工服务,13,人工服务,办理客票改期
我已经买了机票已买了明天的机票，我明天，不坐飞机了，我想过两个星期再做，怎么处理，,办理客票改期,2,办理客票改期,验证电子客票
查一下国内航班2020年6月18号,查询航班动态或预订客票,16,查询航班动态或预订客票,查询航班动态
"嗯我想跟换飞机票呃飞航航空,呃飞机票",办理客票改期,2,办理客票改期,兑换积分
退票，人工人工，,办理航班退票,3,办理航班退票,人工服务
哎你帮我接人工我要问一下就是那个上次取消的航班楼事情，,人工服务,13,人工服务,查询航班动态
"大连到上海,七呃7月16日,是早上六点半还是晚上六点半的飞机",验证电子客票,12,验证电子客票,预订客票
"我买了四张机票,有两张是儿童票,为什么值机里面看不到儿童的?",办理值机选座,22,办理值机选座,验证电子客票
喂你好哎我这个银行卡能不能帮我取消掉，,咨询银行联名卡业务,38,咨询银行联名卡业务,办理航班退票
额，喂你好我有一张广发联名的信用卡然后我发现就是我有你们的那个APP嘛，然后我发现从六月份开始到现在上面的积分都没有显示所以想问一下我那个积分，现在积了多少呢，,查询积分,62,查询积分,咨询银行联名卡业务
嗯这边咨询一下退票是否可以开公司抬头，,申请及查询电子发票,40,申请及查询电子发票,办理航班退票
"您好呃我在携程上订了那个明天那个北京飞南京的那个航班他那个上面显示有那个呃,奔驰车,呃接机但是我没有订到",预订度假产品及酒店,76,预订度假产品及酒店,验证电子客票
我有一张日出行的一张订单，刚好是怀孕26~27,办理孕妇旅客,43,办理孕妇旅客,验证电子客票
都不感谢我，我帮我取消，,退出,20,退出,办理客票改期
啊，钱在钱包里的啊，这两个月要改签，快一点快一点，过了，,办理客票改期,2,办理客票改期,咨询东航钱包问题
我想查国际航班转机，,咨询中转相关问题,5,咨询中转相关问题,查询航班动态
帮我查一下3月25号长水飞，新桥，,查询航班动态或预订客票,16,查询航班动态或预订客票,查询航班动态
你好，我的会员卡什么时候可以升卡，,查询会员升级或保级,70,查询会员升级或保级,会员服务其他
中通中通，转机时间两个小时够不够，,咨询中转相关问题,5,咨询中转相关问题,咨询乘机规定
我有一张国际票想退,办理航班退票,3,办理航班退票,办理客票改期
你好我那个密码，重启不了，然后我的，这个需要，我之前的，需要换手机号才能登录，但是我现在手机号登陆不上怎么办，,修改会员密码,26,修改会员密码,办理网站业务
我这个飞机啊，是十九号早晨7点35的，推迟到十九号晚上21点，,办理客票改期,2,办理客票改期,查询航班动态
你可以开签证相关的票吗？,申请及查询电子发票,40,申请及查询电子发票,咨询签证相关问题
"呃我是一个行李箱,没有了,我做的,东方,MU",查询遗失物品,34,查询遗失物品,投诉
近期有没有呃，就是青岛或者烟台或者潍坊，去首尔的机票，,预订客票,4,预订客票,预订客票或兑换积分
呃确认从法兰克福到上海浦东，,验证电子客票,12,验证电子客票,查询航班动态
"哎,您好请您帮我联系一下那个昆明航空公司联",查询机场或营业部信息,24,查询机场或营业部信息,人工服务
喂你好啊我想那个问一下，我要那个呃买买那个兰州去南京的机票呃我要带一把大提琴大提琴呢也是要买票这个票怎么买呀，,咨询特殊物品运输规定,8,咨询特殊物品运输规定,预订客票
就是说我真的，在哈，怎么买机票，怎么会登不上去呢，,预订客票,4,预订客票,办理网站业务
呃我刚才出票了然后要找一下那个刚才给我订票的那个客服，,人工服务,13,人工服务,预订客票或兑换积分
我的航班取消我需要确认是怎么回事，,查询航班动态,11,查询航班动态,办理客票改期
为什么，28号早上的航班，嗯，有行遍，,办理客票改期,2,办理客票改期,查询航班动态
我要查询机票信息,预订客票或验证电子客票,45,预订客票或验证电子客票,验证电子客票
"我想查下7月28号的昆明或丽江到上海的机票里程兑换,但是系统查询时跳出的提示是没有合适航班?什么意思?",兑换积分,41,兑换积分,查询积分
二十八号晚上从上海到广州然后你们又备降到那个武汉,查询航班动态,11,查询航班动态,办理客票改期
你好我准备退票因为这个航班已经改签就是说停飞了，,办理航班退票,3,办理航班退票,办理客票改期
我想把机票，作为停留可以吗？,办理客票改期,2,办理客票改期,预订客票
由于飞机延误一个小时半而错过下一班飞机需住一晚上公司是否该承担酒店费用,投诉,50,投诉,办理客票改期
"嗯,我预订的,北京到上海的机票,那么现在我想贷一次,宠物猪,可以代吗",办理小动物运输,1,办理小动物运输,预订客票
我起，飞机票起飞的位置选错了可以改吗？,办理客票改期,2,办理客票改期,办理值机选座
嗯嗯 那三张票我想 放在同一排行不行,办理值机选座,22,办理值机选座,办理客票改期
我想问，脑血栓，能不能登机，,办理患病旅客,81,办理患病旅客,办理值机选座
航班被取消想问一下如果还是北京到常州，,办理客票改期,2,办理客票改期,查询航班动态
我想先咨询一下那个，国际机票改如何办理预订预约,预订客票,4,预订客票,办理值机选座
"经济一点,等一下,你这个,打不通,查询航班延期的事情",办理客票改期,2,办理客票改期,查询航班动态
嗯你好我呃我今天在网上预订的呃明天大连飞往烟台的机票呃明天取消了吗？,查询航班动态,11,查询航班动态,验证电子客票
嗯我想问一下，积分，嗯你们东方航空公司的积分是不是，一个积分就是一个里程分，,查询积分累积标准,78,查询积分累积标准,补登积分
如何把东航的里程计入南航会员,补登积分,39,补登积分,查询积分累积标准
唉请问一下，我在网上买他的票，呃怎么到到到到到到机场应该怎么操作，,办理值机选座,22,办理值机选座,咨询乘机时限
取消保留机票，,取消订座记录,60,取消订座记录,办理客票改期
呃退票，这个改签费，,办理航班退票,3,办理航班退票,办理客票改期
您好，嗯，这是人吗？,人工服务,13,人工服务,验证电子客票
呃你好我想问一下就是我们飞，嗯，有没有拿错包的，,查询遗失物品,34,查询遗失物品,查询航班动态或预订客票
啊那个啥那个我们买的是从海口美兰机场20点15分起飞的那个上航FM9252的航班3月25号，星期三，我从携程上查就查不到这个信息了，,验证电子客票,12,验证电子客票,查询航班动态
"我的行程单丢了能不能重新打印,补一个个",配送行程单,15,配送行程单,申请及查询电子发票
"文文的,积分礼物怎么没有到啊,新浪,是",查询积分商城,65,查询积分商城,兑换积分
"呃您好我这边有一批,人体器官,急需运往北京,啊我想问一下能不能做一个航班",办理人体捐献器官运输,19,办理人体捐献器官运输,办理患病旅客
手机号换登机牌，,咨询登机牌问题,25,咨询登机牌问题,修改客票或会员信息汇总
我我是说我，我就说，前几天我申请的那个退票嘛，是不是，现在一直在那里，受理受理是什么意思嘛，退不了吗？,查询机票退款进度,6,查询机票退款进度,办理航班退票
我想查一下，是是是，嗯一月三十号那个杭州到广州的机票，,验证电子客票,12,验证电子客票,预订客票
我已经退了票查询一下退票信息，,查询机票退款进度,6,查询机票退款进度,办理航班退票
护照吧，,咨询乘机证件规定,32,咨询乘机证件规定,修改客票或会员信息汇总
我想查一下还有没有，从加拿大到中国，到到你们这个行，到你们上海的飞机票，七月份的可以卖了吗，,预订客票,4,预订客票,预订客票或兑换积分
我需要用东航的积分，,兑换积分,41,兑换积分,会员服务其他
春节加班机，,预订客票,4,预订客票,预订度假产品及酒店
转会员就行，,会员服务其他,28,会员服务其他,人工服务
你好请问一下那个孩子没有爸能陪伴着飞机然后我觉得比较有什么呢,办理无成人陪伴儿童,18,办理无成人陪伴儿童,办理值机选座
怎么选不了登机牌,办理值机选座,22,办理值机选座,咨询登机牌问题
啊你好我想问一下最近有没有从那个从上海直飞贵三的飞机，,查询航班动态或预订客票,16,查询航班动态或预订客票,预订客票
我想查看那个，广东揭阳，机场到珠海机场的票我的票详情怎么没有那个出票情况呢，,验证电子客票,12,验证电子客票,预订客票
那我现在又改成出生证明登机诶，,修改客票证件,44,修改客票证件,办理客票改期
我是要订机票，像我，小孩子都没有身份证怎么订，,预订客票或兑换积分,21,预订客票或兑换积分,咨询乘机证件规定
嗯我想咨询一下婴儿机票，所以，帮我转下人工服务谢谢，,人工服务,13,人工服务,预订客票
上海虹桥机场，有没有封闭，明天，,咨询新冠肺炎防控要求,0,咨询新冠肺炎防控要求,查询机场或营业部信息
你好我购买的2月18号的机票，因为航空公司的原因取消航班然后改到晚上我现在提交了这个退票请问什么时候可以办理，,查询机票退款进度,6,查询机票退款进度,办理客票改期
我想撤回国际机票，,办理航班退票,3,办理航班退票,预订客票
我想问一下身份证丢失了怎么办，,查询遗失物品,34,查询遗失物品,咨询乘机证件规定
你好我想查一下我的东航联名信用卡那个，嗯，积分情况，,咨询银行联名卡业务,38,咨询银行联名卡业务,查询积分
呃你好我要购想买一张婴儿票，大人票号七八幺,预订客票,4,预订客票,验证电子客票
如何开具发票，,配送行程单,15,配送行程单,申请及查询电子发票
"哎你好我就是,现在,刚刚订了一张票我想查报一下名字,给你,然后您帮我核对一下那个身份证,是不是那个名字的,我想问有没有报错,我看看有没有报错",验证电子客票,12,验证电子客票,修改客票姓名
我问机票改签的情况,办理客票改期,2,办理客票改期,验证电子客票
请问一下我5月20号的飞机昆明飞普洱的是不是改改签了，,办理客票改期,2,办理客票改期,验证电子客票
哎呀，你知道什么东西，你帮我累计，四个人的分，,补登积分,39,补登积分,人工服务
喂你好请帮我转一下人工预定机票，,预订客票或兑换积分,21,预订客票或兑换积分,人工服务
给我查一下买了，海口美兰机场，只那个宁波的我订的机票啊是我叫人家订的是机，美兰机场，几点起飞的，,查询航班动态,11,查询航班动态,验证电子客票
"为什么我支付,怎么短信,超时,什么意思",预订客票,4,预订客票,查询航班动态
app开票居然告诉我失败,申请及查询电子发票,40,申请及查询电子发票,办理网站业务
你好我想我想查一下，我是2月1号，厦门到合肥的机票，我是买早晨的，是不是被改签了，,办理客票改期,2,办理客票改期,验证电子客票
你好我想订北京到昆明的机票，,预订客票或兑换积分,21,预订客票或兑换积分,预订客票
您好东方航空我姓张很高兴为您服务请问有什么可以帮您您好我有两张票然后您查一下好吧提供一下客票号码或证件号码，3403033403031993，,验证电子客票,12,验证电子客票,修改客票证件
嗯，我的飞机票被你们改了，我要落实一下，,验证电子客票,12,验证电子客票,办理客票改期
我想问一下现在有什么原因会导致航班取消，,查询航班动态,11,查询航班动态,办理客票改期
再推后，我已经推后两天了被你们，,办理客票改期,2,办理客票改期,查询航班动态
担架乘机东航有什么要求？,办理担架旅客,89,办理担架旅客,办理患病旅客
请问上海飞东京的机票有吗,预订客票或兑换积分,21,预订客票或兑换积分,预订客票
喂你帮我查询一下明天的航班呢，,查询航班动态或预订客票,16,查询航班动态或预订客票,查询航班动态
我在官网值机，以后，我需要换登机牌吗？,咨询登机牌问题,25,咨询登机牌问题,办理值机选座
查询机票改签，改到2月1号，没有这个信息发到我手机上，,办理客票改期,2,办理客票改期,验证电子客票
"您好我问一下那个BI1张,东方万里行的卡,呃怎么办",注册会员,35,注册会员,修改会员资料
嗯请问后天香港到上海的飞机有没有飞，,查询航班动态,11,查询航班动态,查询航班动态或预订客票
广元的飞机今天能不能飞往上海，,查询航班动态,11,查询航班动态,查询航班动态或预订客票
呃我想问一下那个，一月二零，2021年的，1月16号，那个，呃我想查一下他那个航班他那个航班给我改了，你可以查一下这个手机号，,办理客票改期,2,办理客票改期,验证电子客票
我小腿打了石膏，我想问下我从英国飞上海的话，需要医生诊断证明吗，,办理患病旅客,81,办理患病旅客,办理航班退票
帮我转，国内，人工订票服务，,人工服务,13,人工服务,预订客票或兑换积分
你好帮我查一下，大兴机场，中国东方航空公司货运处电话，,咨询货运相关问题,47,咨询货运相关问题,查询机场或营业部信息
你们这里，积分不是可以兑换兑换成实物吗？,查询积分商城,65,查询积分商城,兑换积分
嗯请问我想咨询一下航班公司就是取就是取消航班，什么意思，,查询航班动态,11,查询航班动态,办理客票改期
不是是以前的，登机牌我现在要报销要用，能不能再补回来，我的丢了，,咨询登机牌问题,25,咨询登机牌问题,查询机场或营业部信息
呃咨询呃航班情况，,查询航班动态,11,查询航班动态,查询航班动态或预订客票
我订机票订无人陪伴儿童机票，,办理无成人陪伴儿童,18,办理无成人陪伴儿童,预订客票或兑换积分
订的酒店客房想要换房型,预订度假产品及酒店,76,预订度假产品及酒店,查询机型
请问什么时间可以有飞机飞胡志明,查询航班动态或预订客票,16,查询航班动态或预订客票,查询航班动态
我想问一下就是，明天晚上，广广州白云机场到昆明长水的航班取消，,办理客票改期,2,办理客票改期,查询航班动态
请问我想办值机手续，但查不到订单,办理值机选座,22,办理值机选座,验证电子客票
乘坐飞机的人，完了名错了改下名，,修改客票姓名,27,修改客票姓名,修改客票联系方式
嗯是的，因为他已经应该都订了吧，我就是退票，我就是我已经我本来我是订的是九月，他一个人的名字的，但是我按错，是这一个名字了，我想退票我想退票我想，,修改客票姓名,27,修改客票姓名,办理航班退票
我想查一下航空票，现在是不是还按照先前买的情况，继续进行，,验证电子客票,12,验证电子客票,预订客票
国内购票人工服务，,预订客票,4,预订客票,人工服务
关于退款事宜，我已经打了三四个电话了，你直接找人工，谢谢，,办理航班退票,3,办理航班退票,人工服务
小姐你帮我看一下那个他的那个差价他这个票是，,办理客票改期,2,办理客票改期,验证电子客票
哦我想了解一下纽约飞往呃上海浦东机场，八月份，有没有机票，,预订客票,4,预订客票,预订客票或兑换积分
你好我预定了那个机票它怎么那个，现在还没有来呢，,验证电子客票,12,验证电子客票,预订客票
购买机票的话，最早提前多长时间可以购买，,预订客票,4,预订客票,咨询乘机时限
我要换航班可以吗,办理客票改期,2,办理客票改期,兑换积分
那那厂班那个，查查机票，,预订客票或验证电子客票,45,预订客票或验证电子客票,预订客票
"您好我想问一下我,10点40的,太原武宿国际机场飞南昌的航班险是在,26,延误到26点,呃,三十分左右起飞,我现在都,可不可以再买,那个机票",办理客票改期,2,办理客票改期,预订客票
估计，订回去机票，,预订客票或兑换积分,21,预订客票或兑换积分,预订客票
我想问一下如果非正常退票大概多长时间可以确认，航司可以确认我提交的订单到现在好像一直没有确认，,查询机票退款进度,6,查询机票退款进度,办理航班退票
"哦,支付,现在3月不是培训吗,您对我们这趟航班就是能不能按时到,长发,哦换换到长沙了",查询航班动态,11,查询航班动态,办理客票改期
查一下我的21号南京飞往沈阳的南航航班，,查询航班动态,11,查询航班动态,验证电子客票
嗯我我想问一下狗狗托运到了机场我没法去接，有人帮忙送回家吗？,办理小动物运输,1,办理小动物运输,办理高龄老人
买卖积分，,购买会员积分,83,购买会员积分,兑换积分
儿童机票，没有户口本可以办理值机吗？,咨询乘机证件规定,32,咨询乘机证件规定,办理值机选座
东航公务舱是否可以订，,预订客票,4,预订客票,预订客票或兑换积分
你好那个之前订了一张那个飞机票但是那个，因为一起的原因，没有没有存上飞机，,办理客票改期,2,办理客票改期,验证电子客票
你们那个电话怎么老是打不进去好像订国际机票，,预订客票或兑换积分,21,预订客票或兑换积分,预订客票
"我想咨询一下,我母亲六十多岁,不识字,要单独乘坐贵公司的航班,能否申请无人陪伴服务?",办理高龄老人,7,办理高龄老人,办理无成人陪伴儿童
嗯查询4月8号的航班然后是不是能够有座位，,办理值机选座,22,办理值机选座,查询机型
查询4月5日从洛杉矶从美国到成都的，行道，,查询航班动态或预订客票,16,查询航班动态或预订客票,办理值机选座
今天早上我订的十点钟的飞机，为什么改成了八点钟呢，,查询航班动态,11,查询航班动态,办理客票改期
麻烦再跟我说一下,重复,54,重复,人工服务
我查询我一下，最近，这个退票记录，,查询机票退款进度,6,查询机票退款进度,办理航班退票
你好好说话，我要查询航班，就是，确认，,验证电子客票,12,验证电子客票,查询航班动态
帮忙查一下，黄正良，机票出了没有，,验证电子客票,12,验证电子客票,预订客票
请你给我接一下订国际机票的，,预订客票,4,预订客票,预订客票或兑换积分
我想问一下就是8月7日从日本东京那个成田机场飞往飞往上海这一班，,查询航班动态,11,查询航班动态,查询航班动态或预订客票
呃，辣条，是不是可以上飞机托运，,咨询特殊物品运输规定,8,咨询特殊物品运输规定,咨询托运及非托运行李规定
六月份MU5042的仁川到上海的航班现在飞吗？,查询航班动态,11,查询航班动态,查询航班动态或预订客票
"嗯请给我一个,北京机场失物招领处的号码",查询机场或营业部信息,24,查询机场或营业部信息,查询遗失物品
我想预定机票，国内业务，,预订客票,4,预订客票,预订客票或兑换积分
"我那个,那个卡9月份到期,我要换更变价,地址,有卡的地址",修改会员资料,14,修改会员资料,办理无成人陪伴儿童
麻烦咨询一下，改个名字，张宇宁的，ｚｈａｎｇ张宇清从西宁到，,修改客票或会员信息汇总,29,修改客票或会员信息汇总,办理网站业务
嗯我订的是今天早上十一点钟那一班那个从上海到，,验证电子客票,12,验证电子客票,查询航班动态
明天加拿大的航班，还能去吗？,查询航班动态,11,查询航班动态,查询航班动态或预订客票
预定机票改签机票票号多少了，,办理客票改期,2,办理客票改期,验证电子客票
诶你给我查一下我这个东航卡积分怎么，买过东西的记录查的到吗？,查询积分商城,65,查询积分商城,查询会员卡卡号
我想问一下那个一米7×90的一个字画能不能托运，,咨询特殊物品运输规定,8,咨询特殊物品运输规定,咨询托运及非托运行李规定
我想问一下那个东航六月份的那个航班计划，美国，嗯，是美国到上海的是哪一班的，从从哪里出发，美国，从哪个城市出发，星期几，每个星期几，,预订客票,4,预订客票,查询航班动态或预订客票
原定的航班被取消之后然后改签成功了之后为什么在那个系统里面在在那个，会，就是那个app上面的系统里面那个会员订单里面什么都没有啊，,办理客票改期,2,办理客票改期,办理网站业务
请问5月29号，呃，纽约纽约飞上海的这个航班，还在吗，因为我现在订了，,查询航班动态,11,查询航班动态,查询航班动态或预订客票
请问如果取消航班的话，东方航空，会提前几天通知，,查询航班动态,11,查询航班动态,办理客票改期
姓朱名开放，呃发票，,配送行程单,15,配送行程单,申请及查询电子发票
嗯查询，东航飞机及呃上飞前停止值机是几点，,咨询乘机时限,31,咨询乘机时限,办理值机选座
你好我办登机牌，,咨询登机牌问题,25,咨询登机牌问题,办理值机选座
"还没有订,准备订,现在就是问下怎么换票",兑换积分,41,兑换积分,办理客票改期
我要改签退票，请转人工，,办理客票改期,2,办理客票改期,人工服务
"嗯我想问一下,蓝燕,机场是关了吗,停机了还打,哪儿去了",查询机场或营业部信息,24,查询机场或营业部信息,查询航班动态
喂您好，是这样子的，我想问一下就是，你们东航如果，那个改签，或者是那个退票是怎么样的情况,办理客票改期,2,办理客票改期,办理航班退票
你好我这个登机票弄错一个字能帮我改回来吗？,咨询登机牌问题,25,咨询登机牌问题,修改客票姓名
更改航班信息，,修改客票或会员信息汇总,29,修改客票或会员信息汇总,办理客票改期
帮我查询自己的电子票号凭证,验证电子客票,12,验证电子客票,申请及查询电子发票
啊我想问一下那个行行程单在那个值机在那个机场，可可不可不可不可不可以拿，,查询机场或营业部信息,24,查询机场或营业部信息,查询遗失物品
航机延误，,办理客票改期,2,办理客票改期,查询航班动态
呃我想更改一下那个联系电话，,修改客票联系方式,52,修改客票联系方式,修改客票或会员信息汇总
唉问一下那个可不可以带那个墙漆啊，,咨询特殊物品运输规定,8,咨询特殊物品运输规定,查询航班动态
我想查一下，什么时候能后补，首尔飞上海的机票，,咨询候补登机,10,咨询候补登机,预订客票或兑换积分
我那个机票，打错了，已经支付了，,修改客票或会员信息汇总,29,修改客票或会员信息汇总,修改客票姓名
不是啊，我想咨询一下嗯，我家有个孩子的话要去北京那边看病，看能不能坐飞机，,办理患病旅客,81,办理患病旅客,咨询新冠肺炎防控要求
呃我想问一下退票的那个，我的订单号是在哪里看，,办理航班退票,3,办理航班退票,查询机票退款进度
找不到了，航班取消是什么意思，,办理客票改期,2,办理客票改期,查询航班动态
您好我想查一下，本次我飞，行能积多少分，,查询积分累积标准,78,查询积分累积标准,查询航班动态或预订客票
您好那个想咨询一下呃，外国人拿着那个签证的受理回执，是否可以办理登机，,咨询签证相关问题,30,咨询签证相关问题,咨询乘机证件规定
哦我想问一下就是呃，美国，呃，中国驻美国大使馆，就是那个小呃呃有学人员回国然后，512a，25号的航班，嗯，今天是不是呃，大使馆通知，可以购票然后问一下情况，,预订客票,4,预订客票,验证电子客票
淮安到广州的，为什么，十号过后没有航班呢，,查询航班动态或预订客票,16,查询航班动态或预订客票,预订客票
上飞机的时候可以带肉松机吗？,咨询特殊物品运输规定,8,咨询特殊物品运输规定,办理值机选座
不是，昆呃昆明呃长水到福州机场的那个，,查询航班动态或预订客票,16,查询航班动态或预订客票,查询机场或营业部信息
马累机场的MU最晚提前多久办理值机,查询机场或营业部信息,24,查询机场或营业部信息,办理值机选座
嗯，卡到期需要重新换张卡，修改地址收件地址，,修改会员资料,14,修改会员资料,咨询银行联名卡业务
呃你好我想问一下那个6月19号到，嗯，泸州到天津的呃飞机呃航班有几趟，,查询航班动态或预订客票,16,查询航班动态或预订客票,预订客票
请问飞机上可以托运，牛骨头吗？,咨询特殊物品运输规定,8,咨询特殊物品运输规定,咨询托运及非托运行李规定
麻麻，我是咱这个呃预订，咱，10月2号的111班班机下午三点的班机，我想有，一个电话想更换一下，,修改客票联系方式,52,修改客票联系方式,办理客票改期
你好我想查一下那个嗯那个乘机人，上飞机起飞了没，,验证电子客票,12,验证电子客票,查询航班动态
我不是办退票，我是问那天那个，航班能不能正常飞行，,查询航班动态,11,查询航班动态,办理航班退票
我想问一下，坐飞机能带pos机和信用卡吗？,咨询银行联名卡业务,38,咨询银行联名卡业务,咨询特殊物品运输规定
航班号，哎呦我忘了，嗯我的，,查询航班动态,11,查询航班动态,查询遗失物品
电子票号在ａｐｐ中查不查询不出，,验证电子客票,12,验证电子客票,办理网站业务
没有积分没有身份证怎么乘机，,咨询乘机证件规定,32,咨询乘机证件规定,补登积分
我想请问一下你们的航班信息，为什么，这几天我买的票都退回来了，,办理航班退票,3,办理航班退票,查询机票退款进度
喂你好我们的机票是原来订在今天的十二点过五分的，但现在他要又，预定票票在今天晚上的九点钟现在我们需要走呢，现在有没有，呃呃票呢，有票的话帮忙调在现在，,办理客票改期,2,办理客票改期,预订客票
哎我想请问一下那个用护照买机票的事情,预订客票,4,预订客票,修改客票证件
你好今天我买了机票，荣荣字写错了，完了以后你就想，给修改一下，,修改客票姓名,27,修改客票姓名,修改客票或会员信息汇总
我想问一下那个东航的话，因为，疫情原因，团队票不退的吗？,办理团队业务,61,办理团队业务,咨询新冠肺炎防控要求
上次上次这个情况的情况下午我之前的机票钱能退给我吗？,办理航班退票,3,办理航班退票,查询机票退款进度
你好，我们这里，延误坐飞机，那威，晚上怎么个说法啊，,办理客票改期,2,办理客票改期,投诉
呃你好帮我查一下我那个上次那个机票全部退完了没有这个钱，,查询机票退款进度,6,查询机票退款进度,办理航班退票
您好我收到短信通知我说要那个航班取消,查询航班动态,11,查询航班动态,办理客票改期
近期有没有从美国的匹兹堡飞回到我们中国的，航班呢，,预订客票或兑换积分,21,预订客票或兑换积分,查询航班动态或预订客票
"转人工服务,查退票",查询机票退款进度,6,查询机票退款进度,人工服务
想咨询一下十四岁的孩子订机票一个人可不可以，,办理无成人陪伴儿童,18,办理无成人陪伴儿童,预订客票
购买，占位，机票，,咨询占座行李,64,咨询占座行李,预订客票
"那确实也没给我,我的行李,呃到到到厂了,以后到,行李丢失",查询遗失物品,34,查询遗失物品,投诉
"帮我查看下,宫大鑫我刚改签的票",验证电子客票,12,验证电子客票,办理客票改期
一个多月的小孩可不可以坐飞机，,咨询乘机规定,59,咨询乘机规定,办理孕妇旅客
我带上飞机的行李可以包含一个随身行李一个电脑包和一个双肩背包吗？,咨询特殊物品运输规定,8,咨询特殊物品运输规定,咨询托运及非托运行李规定
呃，不是的不是的，就是我这张机票，是可以飞的，同学的那张机票，十五号的机票是不能飞的，,验证电子客票,12,验证电子客票,办理客票改期
"呃办理网上值机,为什么不能添加,小小朋友",办理值机选座,22,办理值机选座,办理网站业务
八岁，旅客有没有什么规定，,咨询乘机规定,59,咨询乘机规定,办理患病旅客
网站上是是是是我怎么看我的网卡，我希望还是他说还有账户的卡吗，我看看过期了还是怎么我都查不到任何东西，,办理网站业务,23,办理网站业务,查询积分
喂你好呃我订了，就是，东方航空的，十二月十六号，起飞的ｍｕ二九二九航班的飞机从无锡飞往沈阳的，现在呢，就是我接到了一个短信说呃，十二月十六号的，此航班取消改至十二月十七号，我想证实一下是不是有这个事，,办理客票改期,2,办理客票改期,查询航班动态
大连，那个无线飞套餐，,申请空中互联业务,46,申请空中互联业务,预订度假产品及酒店
受让人王二，查询一下cz0252明天的航班信息，订票白云机场，航班A298，5月31号,兑换积分,41,兑换积分,办理无成人陪伴儿童
退票，我关网业务，网站业务，,办理航班退票,3,办理航班退票,办理网站业务
然后回程是九月九号的，mu五五四六对吧，嗯对，,验证电子客票,12,验证电子客票,办理值机选座
哎，农行，,咨询银行联名卡业务,38,咨询银行联名卡业务,不文明用语
"嗯我我就是我想订这个月十八号的机票啊,上午是早上六点半,在宝安机场,嗯",预订客票或兑换积分,21,预订客票或兑换积分,预订客票
我是二月十一号订了一张，墨尔本到上海的机票，我前两天，我昨昨天买是吧，昨天就是操作了，就是把他退票的不知道有没有退完，,查询机票退款进度,6,查询机票退款进度,办理航班退票
嗯我现在改签那个机票呃航班时间，然后我没有收到信息，请帮我查询我是否能收到信息，,验证电子客票,12,验证电子客票,办理客票改期
"不是不是,那个票已经买了要付款了,那个,就是木耳写错了呀,呃怎么改啊",修改客票姓名,27,修改客票姓名,办理客票改期
嗯嗯好知道了那就是说如果说在你这边买的话就是燃油机建也是半价对吧所以说买跟成人票一样的价格就是跟成人票的价格走,预订客票,4,预订客票,办理客票改期
氧气舱,办理小动物运输,1,办理小动物运输,办理用氧旅客
嗯如果我现在改退签了之后，我想要把我的那个退票扣的手续费，打印发票的话我需要在哪里打印啊，,配送行程单,15,配送行程单,申请及查询电子发票
嗯，云南白药气雾剂，可以办理托运吗？,咨询特殊物品运输规定,8,咨询特殊物品运输规定,咨询托运及非托运行李规定
嗯你帮我看一下我的机票退了好几天了怎么还没有反应，,查询机票退款进度,6,查询机票退款进度,办理航班退票
我想查询有没有飞机票去美国纽约,预订客票或兑换积分,21,预订客票或兑换积分,预订客票
我想查询一下MU2255的登机口，,查询航站楼信息,51,查询航站楼信息,咨询登机口问题
嗯那个我今天下午订的机票，他请，航班取消了然后他又重新给改了一个机票现在想把它重新改这个退掉，,办理客票改期,2,办理客票改期,办理航班退票
你好我请问一下我在你上面订的从泸州到萧山机场的杭州萧山机场的机票，我在退票中二十一号的票退掉了怎么还没有返钱呢，,查询机票退款进度,6,查询机票退款进度,咨询保险业务
我刚刚订了一张机票查到在ａｐｐ上查到状态是订单作废，什么情况，,验证电子客票,12,验证电子客票,办理网站业务
我想咨询一下从咱们航班的飞机，婴儿车的免费托运的限制条件，,咨询特殊物品运输规定,8,咨询特殊物品运输规定,咨询托运及非托运行李规定
