,text,intent,labelIndex,queryCut,queryCutRMStopWord,queryFinal
6991,please let me know the weather forecast in louisiana state,GetWeather,5,"['please', 'let', 'me', 'know', 'the', 'weather', 'forecast', 'in', 'louisiana', 'state']","['please', 'let', 'me', 'know', 'the', 'weather', 'forecast', 'in', 'louisiana', 'state']","['please', 'let', 'me', 'know', 'the', 'weather', 'forecast', 'in', 'louisiana', 'state']"
6992,put this artist in pachangueo total,AddToPlaylist,1,"['put', 'this', 'artist', 'in', 'pachangueo', 'total']","['put', 'this', 'artist', 'in', 'pachangueo', 'total']","['put', 'this', 'artist', 'in', 'total']"
6993,play the catholic sun album,SearchCreativeWork,6,"['play', 'the', 'catholic', 'sun', 'album']","['play', 'the', 'catholic', 'sun', 'album']","['play', 'the', 'sun', 'album']"
6994,rate this album 2 of 6,RateBook,2,"['rate', 'this', 'album', '2', 'of', '6']","['rate', 'this', 'album', '2', 'of', '6']","['rate', 'this', 'album', '2', 'of', '6']"
6995,for my té para tres list add cut the world,AddToPlaylist,1,"['for', 'my', 'té', 'para', 'tres', 'list', 'add', 'cut', 'the', 'world']","['for', 'my', 'té', 'para', 'tres', 'list', 'add', 'cut', 'the', 'world']","['for', 'my', 'té', 'para', 'tres', 'list', 'add', 'cut', 'the', 'world']"
6996,find the mary van note show,SearchCreativeWork,6,"['find', 'the', 'mary', 'van', 'note', 'show']","['find', 'the', 'mary', 'van', 'note', 'show']","['find', 'the', 'mary', 'van', 'show']"
6997,what is the weather forecast 131 days from now in atanassow-see,GetWeather,5,"['what', 'is', 'the', 'weather', 'forecast', '131', 'days', 'from', 'now', 'in', 'atanassow-see']","['what', 'is', 'the', 'weather', 'forecast', '131', 'days', 'from', 'now', 'in', 'atanassow-see']","['what', 'is', 'the', 'weather', 'forecast', 'days', 'from', 'now', 'in']"
6998,can you play deezer from 2007,PlayMusic,0,"['can', 'you', 'play', 'deezer', 'from', '2007']","['can', 'you', 'play', 'deezer', 'from', '2007']","['can', 'you', 'play', 'deezer', 'from', '2007']"
6999,make a reservation for 7 people at a gastropub on isle of man ,BookRestaurant,4,"['make', 'a', 'reservation', 'for', '7', 'people', 'at', 'a', 'gastropub', 'on', 'isle', 'of', 'man']","['make', 'a', 'reservation', 'for', '7', 'people', 'at', 'a', 'gastropub', 'on', 'isle', 'of', 'man']","['make', 'a', 'reservation', 'for', '7', 'people', 'at', 'a', 'gastropub', 'on', 'isle', 'of', 'man']"
7000,rate this  textbook 2 of 6 stars,RateBook,2,"['rate', 'this', 'textbook', '2', 'of', '6', 'stars']","['rate', 'this', 'textbook', '2', 'of', '6', 'stars']","['rate', 'this', 'textbook', '2', 'of', '6', 'stars']"
7001,find a table close by in the downtown area for sherri and i,BookRestaurant,4,"['find', 'a', 'table', 'close', 'by', 'in', 'the', 'downtown', 'area', 'for', 'sherri', 'and', 'i']","['find', 'a', 'table', 'close', 'by', 'in', 'the', 'downtown', 'area', 'for', 'sherri', 'and', 'i']","['find', 'a', 'table', 'close', 'by', 'in', 'the', 'downtown', 'area', 'for', 'and', 'i']"
7002,add this song to my playlist named britpop  etc,AddToPlaylist,1,"['add', 'this', 'song', 'to', 'my', 'playlist', 'named', 'britpop', 'etc']","['add', 'this', 'song', 'to', 'my', 'playlist', 'named', 'britpop', 'etc']","['add', 'this', 'song', 'to', 'my', 'playlist', 'named']"
7003,add the song by brian larsen to the cardio playlist,AddToPlaylist,1,"['add', 'the', 'song', 'by', 'brian', 'larsen', 'to', 'the', 'cardio', 'playlist']","['add', 'the', 'song', 'by', 'brian', 'larsen', 'to', 'the', 'cardio', 'playlist']","['add', 'the', 'song', 'by', 'brian', 'to', 'the', 'cardio', 'playlist']"
7004,i d like a table for three at black rapids roadhouse on february 24th  2039,BookRestaurant,4,"['i', 'd', 'like', 'a', 'table', 'for', 'three', 'at', 'black', 'rapids', 'roadhouse', 'on', 'february', '24th', '2039']","['i', 'd', 'like', 'a', 'table', 'for', 'three', 'at', 'black', 'rapids', 'roadhouse', 'on', 'february', '24th', '2039']","['i', 'd', 'like', 'a', 'table', 'for', 'three', 'at', 'black', 'on', 'february', '24th', '2039']"
7005,book reservations at the laurelhurst theater for a party of 7,BookRestaurant,4,"['book', 'reservations', 'at', 'the', 'laurelhurst', 'theater', 'for', 'a', 'party', 'of', '7']","['book', 'reservations', 'at', 'the', 'laurelhurst', 'theater', 'for', 'a', 'party', 'of', '7']","['book', 'reservations', 'at', 'the', 'theater', 'for', 'a', 'party', 'of', '7']"
7006,i want to book the best steakhouse with south american cuisines in alaska,BookRestaurant,4,"['i', 'want', 'to', 'book', 'the', 'best', 'steakhouse', 'with', 'south', 'american', 'cuisines', 'in', 'alaska']","['i', 'want', 'to', 'book', 'the', 'best', 'steakhouse', 'with', 'south', 'american', 'cuisines', 'in', 'alaska']","['i', 'want', 'to', 'book', 'the', 'best', 'steakhouse', 'with', 'south', 'american', 'in', 'alaska']"
7007,find a united paramount theatres and movie times at 4 a m ,SearchScreeningEvent,3,"['find', 'a', 'united', 'paramount', 'theatres', 'and', 'movie', 'times', 'at', '4', 'a', 'm']","['find', 'a', 'united', 'paramount', 'theatres', 'and', 'movie', 'times', 'at', '4', 'a', 'm']","['find', 'a', 'united', 'paramount', 'theatres', 'and', 'movie', 'times', 'at', '4', 'a', 'm']"
7008,will it be stormy in charleston,GetWeather,5,"['will', 'it', 'be', 'stormy', 'in', 'charleston']","['will', 'it', 'be', 'stormy', 'in', 'charleston']","['will', 'it', 'be', 'stormy', 'in']"
7009,get me a table at prospect of whitby in blaine hill  id,BookRestaurant,4,"['get', 'me', 'a', 'table', 'at', 'prospect', 'of', 'whitby', 'in', 'blaine', 'hill', 'id']","['get', 'me', 'a', 'table', 'at', 'prospect', 'of', 'whitby', 'in', 'blaine', 'hill', 'id']","['get', 'me', 'a', 'table', 'at', 'of', 'in', 'hill', 'id']"
7010,i give the following part of the series one out of 6 ,RateBook,2,"['i', 'give', 'the', 'following', 'part', 'of', 'the', 'series', 'one', 'out', 'of', '6']","['i', 'give', 'the', 'following', 'part', 'of', 'the', 'series', 'one', 'out', 'of', '6']","['i', 'give', 'the', 'following', 'part', 'of', 'the', 'series', 'one', 'out', 'of', '6']"
7011,play the music from the playlist get lit,PlayMusic,0,"['play', 'the', 'music', 'from', 'the', 'playlist', 'get', 'lit']","['play', 'the', 'music', 'from', 'the', 'playlist', 'get', 'lit']","['play', 'the', 'music', 'from', 'the', 'playlist', 'get']"
7012,i want to book the clarke cooke house in uzbekistan,BookRestaurant,4,"['i', 'want', 'to', 'book', 'the', 'clarke', 'cooke', 'house', 'in', 'uzbekistan']","['i', 'want', 'to', 'book', 'the', 'clarke', 'cooke', 'house', 'in', 'uzbekistan']","['i', 'want', 'to', 'book', 'the', 'clarke', 'house', 'in', 'uzbekistan']"
7013,look for the kiss the girls game,SearchCreativeWork,6,"['look', 'for', 'the', 'kiss', 'the', 'girls', 'game']","['look', 'for', 'the', 'kiss', 'the', 'girls', 'game']","['look', 'for', 'the', 'kiss', 'the', 'girls', 'game']"
7014,please find me the work  instrumental directions ,SearchCreativeWork,6,"['please', 'find', 'me', 'the', 'work', 'instrumental', 'directions']","['please', 'find', 'me', 'the', 'work', 'instrumental', 'directions']","['please', 'find', 'me', 'the', 'work', 'instrumental']"
7015,book a restaurant in michigan for 4 people ,BookRestaurant,4,"['book', 'a', 'restaurant', 'in', 'michigan', 'for', '4', 'people']","['book', 'a', 'restaurant', 'in', 'michigan', 'for', '4', 'people']","['book', 'a', 'restaurant', 'in', 'michigan', 'for', '4', 'people']"
7016,i m trying to find the game called give me my remote ,SearchCreativeWork,6,"['i', 'm', 'trying', 'to', 'find', 'the', 'game', 'called', 'give', 'me', 'my', 'remote']","['i', 'm', 'trying', 'to', 'find', 'the', 'game', 'called', 'give', 'me', 'my', 'remote']","['i', 'm', 'trying', 'to', 'find', 'the', 'game', 'called', 'give', 'me', 'my']"
7017,table for eight at the berghoff in sistersville in jul ,BookRestaurant,4,"['table', 'for', 'eight', 'at', 'the', 'berghoff', 'in', 'sistersville', 'in', 'jul']","['table', 'for', 'eight', 'at', 'the', 'berghoff', 'in', 'sistersville', 'in', 'jul']","['table', 'for', 'eight', 'at', 'the', 'in', 'in', 'jul']"
7018,what s the forecast for sai thong national park at 02:59 pm,GetWeather,5,"['what', 's', 'the', 'forecast', 'for', 'sai', 'thong', 'national', 'park', 'at', '02:59', 'pm']","['what', 's', 'the', 'forecast', 'for', 'sai', 'thong', 'national', 'park', 'at', '02:59', 'pm']","['what', 's', 'the', 'forecast', 'for', 'national', 'park', 'at', 'pm']"
7019,add track 70s smash hits to my,AddToPlaylist,1,"['add', 'track', '70s', 'smash', 'hits', 'to', 'my']","['add', 'track', '70s', 'smash', 'hits', 'to', 'my']","['add', 'track', '70s', 'smash', 'hits', 'to', 'my']"
7020,put kurt cobain onto korean osts ,AddToPlaylist,1,"['put', 'kurt', 'cobain', 'onto', 'korean', 'osts']","['put', 'kurt', 'cobain', 'onto', 'korean', 'osts']","['put', 'onto', 'korean', 'osts']"
7021,list movie times at general cinema corporation,SearchScreeningEvent,3,"['list', 'movie', 'times', 'at', 'general', 'cinema', 'corporation']","['list', 'movie', 'times', 'at', 'general', 'cinema', 'corporation']","['list', 'movie', 'times', 'at', 'general', 'cinema', 'corporation']"
7022,is it cold in pw,GetWeather,5,"['is', 'it', 'cold', 'in', 'pw']","['is', 'it', 'cold', 'in', 'pw']","['is', 'it', 'cold', 'in', 'pw']"
7023,play a track by ishmon bracey on iheart ,PlayMusic,0,"['play', 'a', 'track', 'by', 'ishmon', 'bracey', 'on', 'iheart']","['play', 'a', 'track', 'by', 'ishmon', 'bracey', 'on', 'iheart']","['play', 'a', 'track', 'by', 'on', 'iheart']"
7024,play socialism is good by terje bakken on spotify ,PlayMusic,0,"['play', 'socialism', 'is', 'good', 'by', 'terje', 'bakken', 'on', 'spotify']","['play', 'socialism', 'is', 'good', 'by', 'terje', 'bakken', 'on', 'spotify']","['play', 'is', 'good', 'by', 'on', 'spotify']"
7025,i want to book a spot at the local food court,BookRestaurant,4,"['i', 'want', 'to', 'book', 'a', 'spot', 'at', 'the', 'local', 'food', 'court']","['i', 'want', 'to', 'book', 'a', 'spot', 'at', 'the', 'local', 'food', 'court']","['i', 'want', 'to', 'book', 'a', 'spot', 'at', 'the', 'local', 'food', 'court']"
7026,when is dead birds playing,SearchScreeningEvent,3,"['when', 'is', 'dead', 'birds', 'playing']","['when', 'is', 'dead', 'birds', 'playing']","['when', 'is', 'dead', 'birds', 'playing']"
7027,i need a weather forecast for laos at one am,GetWeather,5,"['i', 'need', 'a', 'weather', 'forecast', 'for', 'laos', 'at', 'one', 'am']","['i', 'need', 'a', 'weather', 'forecast', 'for', 'laos', 'at', 'one', 'am']","['i', 'need', 'a', 'weather', 'forecast', 'for', 'laos', 'at', 'one', 'am']"
7028,show the swan princess,SearchCreativeWork,6,"['show', 'the', 'swan', 'princess']","['show', 'the', 'swan', 'princess']","['show', 'the', 'princess']"
7029,give 1 stars to book mr ponsonby,RateBook,2,"['give', '1', 'stars', 'to', 'book', 'mr', 'ponsonby']","['give', '1', 'stars', 'to', 'book', 'mr', 'ponsonby']","['give', '1', 'stars', 'to', 'book', 'mr']"
7030,find the closest showing of the taste of others at a cinema,SearchScreeningEvent,3,"['find', 'the', 'closest', 'showing', 'of', 'the', 'taste', 'of', 'others', 'at', 'a', 'cinema']","['find', 'the', 'closest', 'showing', 'of', 'the', 'taste', 'of', 'others', 'at', 'a', 'cinema']","['find', 'the', 'closest', 'showing', 'of', 'the', 'of', 'others', 'at', 'a', 'cinema']"
7031,add a song by  mark schultz to my ultimate indie playlist,AddToPlaylist,1,"['add', 'a', 'song', 'by', 'mark', 'schultz', 'to', 'my', 'ultimate', 'indie', 'playlist']","['add', 'a', 'song', 'by', 'mark', 'schultz', 'to', 'my', 'ultimate', 'indie', 'playlist']","['add', 'a', 'song', 'by', 'mark', 'to', 'my', 'ultimate', 'indie', 'playlist']"
7032,what movies are at loews cineplex,SearchScreeningEvent,3,"['what', 'movies', 'are', 'at', 'loews', 'cineplex']","['what', 'movies', 'are', 'at', 'loews', 'cineplex']","['what', 'movies', 'are', 'at', 'loews', 'cineplex']"
7033,play dick marx,PlayMusic,0,"['play', 'dick', 'marx']","['play', 'dick', 'marx']","['play', 'dick']"
7034,what movies are playing in the area ,SearchScreeningEvent,3,"['what', 'movies', 'are', 'playing', 'in', 'the', 'area']","['what', 'movies', 'are', 'playing', 'in', 'the', 'area']","['what', 'movies', 'are', 'playing', 'in', 'the', 'area']"
7035,i d like to see showings for all the way home at kerasotes theatres ,SearchScreeningEvent,3,"['i', 'd', 'like', 'to', 'see', 'showings', 'for', 'all', 'the', 'way', 'home', 'at', 'kerasotes', 'theatres']","['i', 'd', 'like', 'to', 'see', 'showings', 'for', 'all', 'the', 'way', 'home', 'at', 'kerasotes', 'theatres']","['i', 'd', 'like', 'to', 'see', 'showings', 'for', 'all', 'the', 'way', 'home', 'at', 'kerasotes', 'theatres']"
7036,give me the weather forecast for the city of archie,GetWeather,5,"['give', 'me', 'the', 'weather', 'forecast', 'for', 'the', 'city', 'of', 'archie']","['give', 'me', 'the', 'weather', 'forecast', 'for', 'the', 'city', 'of', 'archie']","['give', 'me', 'the', 'weather', 'forecast', 'for', 'the', 'city', 'of']"
7037,is gods of metal playing,SearchScreeningEvent,3,"['is', 'gods', 'of', 'metal', 'playing']","['is', 'gods', 'of', 'metal', 'playing']","['is', 'of', 'metal', 'playing']"
7038,tell me the weather forecast for azerbaijan,GetWeather,5,"['tell', 'me', 'the', 'weather', 'forecast', 'for', 'azerbaijan']","['tell', 'me', 'the', 'weather', 'forecast', 'for', 'azerbaijan']","['tell', 'me', 'the', 'weather', 'forecast', 'for']"
7039,rate the eighth day three stars out of 6,RateBook,2,"['rate', 'the', 'eighth', 'day', 'three', 'stars', 'out', 'of', '6']","['rate', 'the', 'eighth', 'day', 'three', 'stars', 'out', 'of', '6']","['rate', 'the', 'eighth', 'day', 'three', 'stars', 'out', 'of', '6']"
7040,book a reservation for a pub serving gateau in ms,BookRestaurant,4,"['book', 'a', 'reservation', 'for', 'a', 'pub', 'serving', 'gateau', 'in', 'ms']","['book', 'a', 'reservation', 'for', 'a', 'pub', 'serving', 'gateau', 'in', 'ms']","['book', 'a', 'reservation', 'for', 'a', 'pub', 'serving', 'in', 'ms']"
7041,which movies are being screened around here,SearchScreeningEvent,3,"['which', 'movies', 'are', 'being', 'screened', 'around', 'here']","['which', 'movies', 'are', 'being', 'screened', 'around', 'here']","['which', 'movies', 'are', 'being', 'screened', 'around', 'here']"
7042,assign 0 points out of 6 to the gate of worlds,RateBook,2,"['assign', '0', 'points', 'out', 'of', '6', 'to', 'the', 'gate', 'of', 'worlds']","['assign', '0', 'points', 'out', 'of', '6', 'to', 'the', 'gate', 'of', 'worlds']","['assign', '0', 'points', 'out', 'of', '6', 'to', 'the', 'gate', 'of', 'worlds']"
7043,give me a link to the saga called copper – justice is brutal,SearchCreativeWork,6,"['give', 'me', 'a', 'link', 'to', 'the', 'saga', 'called', 'copper', '–', 'justice', 'is', 'brutal']","['give', 'me', 'a', 'link', 'to', 'the', 'saga', 'called', 'copper', '–', 'justice', 'is', 'brutal']","['give', 'me', 'a', 'to', 'the', 'saga', 'called', '–', 'justice', 'is']"
7044,add ivan mane jarnowick to fusion fest,AddToPlaylist,1,"['add', 'ivan', 'mane', 'jarnowick', 'to', 'fusion', 'fest']","['add', 'ivan', 'mane', 'jarnowick', 'to', 'fusion', 'fest']","['add', 'to', 'fusion', 'fest']"
7045,what movie theatre has a matter of wife    and death,SearchScreeningEvent,3,"['what', 'movie', 'theatre', 'has', 'a', 'matter', 'of', 'wife', 'and', 'death']","['what', 'movie', 'theatre', 'has', 'a', 'matter', 'of', 'wife', 'and', 'death']","['what', 'movie', 'theatre', 'has', 'a', 'of', 'wife', 'and', 'death']"
7046,book cova in frisco city for me and therese at eight pm,BookRestaurant,4,"['book', 'cova', 'in', 'frisco', 'city', 'for', 'me', 'and', 'therese', 'at', 'eight', 'pm']","['book', 'cova', 'in', 'frisco', 'city', 'for', 'me', 'and', 'therese', 'at', 'eight', 'pm']","['book', 'in', 'city', 'for', 'me', 'and', 'at', 'eight', 'pm']"
7047,find the schedule for movies at harkins theatres ,SearchScreeningEvent,3,"['find', 'the', 'schedule', 'for', 'movies', 'at', 'harkins', 'theatres']","['find', 'the', 'schedule', 'for', 'movies', 'at', 'harkins', 'theatres']","['find', 'the', 'schedule', 'for', 'movies', 'at', 'harkins', 'theatres']"
7048,the feel good indie rock playlist needs another song ,AddToPlaylist,1,"['the', 'feel', 'good', 'indie', 'rock', 'playlist', 'needs', 'another', 'song']","['the', 'feel', 'good', 'indie', 'rock', 'playlist', 'needs', 'another', 'song']","['the', 'feel', 'good', 'indie', 'rock', 'playlist', 'needs', 'another', 'song']"
7049,please book me a restaurant reservation at first watch in douglas  maine ,BookRestaurant,4,"['please', 'book', 'me', 'a', 'restaurant', 'reservation', 'at', 'first', 'watch', 'in', 'douglas', 'maine']","['please', 'book', 'me', 'a', 'restaurant', 'reservation', 'at', 'first', 'watch', 'in', 'douglas', 'maine']","['please', 'book', 'me', 'a', 'restaurant', 'reservation', 'at', 'first', 'watch', 'in', 'douglas', 'maine']"
7050,give death on the nile a three,RateBook,2,"['give', 'death', 'on', 'the', 'nile', 'a', 'three']","['give', 'death', 'on', 'the', 'nile', 'a', 'three']","['give', 'death', 'on', 'the', 'a', 'three']"
7051,tell me the humidity index for elizabethville  indiana,GetWeather,5,"['tell', 'me', 'the', 'humidity', 'index', 'for', 'elizabethville', 'indiana']","['tell', 'me', 'the', 'humidity', 'index', 'for', 'elizabethville', 'indiana']","['tell', 'me', 'the', 'humidity', 'for', 'indiana']"
7052,play chant music by david cook,PlayMusic,0,"['play', 'chant', 'music', 'by', 'david', 'cook']","['play', 'chant', 'music', 'by', 'david', 'cook']","['play', 'chant', 'music', 'by', 'david']"
7053,give the current album 1 star,RateBook,2,"['give', 'the', 'current', 'album', '1', 'star']","['give', 'the', 'current', 'album', '1', 'star']","['give', 'the', 'current', 'album', '1', 'star']"
7054,book a restaurant for 4 that s not far from ca,BookRestaurant,4,"['book', 'a', 'restaurant', 'for', '4', 'that', 's', 'not', 'far', 'from', 'ca']","['book', 'a', 'restaurant', 'for', '4', 'that', 's', 'not', 'far', 'from', 'ca']","['book', 'a', 'restaurant', 'for', '4', 'that', 's', 'not', 'far', 'from', 'ca']"
7055,rate bestiary of dragons and giants four of 6,RateBook,2,"['rate', 'bestiary', 'of', 'dragons', 'and', 'giants', 'four', 'of', '6']","['rate', 'bestiary', 'of', 'dragons', 'and', 'giants', 'four', 'of', '6']","['rate', 'of', 'dragons', 'and', 'four', 'of', '6']"
7056,i d like for you to add owen biddle to my old school death metal playlist ,AddToPlaylist,1,"['i', 'd', 'like', 'for', 'you', 'to', 'add', 'owen', 'biddle', 'to', 'my', 'old', 'school', 'death', 'metal', 'playlist']","['i', 'd', 'like', 'for', 'you', 'to', 'add', 'owen', 'biddle', 'to', 'my', 'old', 'school', 'death', 'metal', 'playlist']","['i', 'd', 'like', 'for', 'you', 'to', 'add', 'to', 'my', 'old', 'school', 'death', 'metal', 'playlist']"
7057,play some music from 1993 on itunes ,PlayMusic,0,"['play', 'some', 'music', 'from', '1993', 'on', 'itunes']","['play', 'some', 'music', 'from', '1993', 'on', 'itunes']","['play', 'some', 'music', 'from', '1993', 'on', 'itunes']"
7058,can you let me know when troopers three is scheduled,SearchScreeningEvent,3,"['can', 'you', 'let', 'me', 'know', 'when', 'troopers', 'three', 'is', 'scheduled']","['can', 'you', 'let', 'me', 'know', 'when', 'troopers', 'three', 'is', 'scheduled']","['can', 'you', 'let', 'me', 'know', 'when', 'three', 'is', 'scheduled']"
7059,will it be sunny on june 1  2021 in bathgate,GetWeather,5,"['will', 'it', 'be', 'sunny', 'on', 'june', '1', '2021', 'in', 'bathgate']","['will', 'it', 'be', 'sunny', 'on', 'june', '1', '2021', 'in', 'bathgate']","['will', 'it', 'be', 'sunny', 'on', 'june', '1', '2021', 'in']"
7060,i rate this essay a four of 6,RateBook,2,"['i', 'rate', 'this', 'essay', 'a', 'four', 'of', '6']","['i', 'rate', 'this', 'essay', 'a', 'four', 'of', '6']","['i', 'rate', 'this', 'essay', 'a', 'four', 'of', '6']"
7061,i d like to watch the tv show hola mary lou: prom night ii,SearchCreativeWork,6,"['i', 'd', 'like', 'to', 'watch', 'the', 'tv', 'show', 'hola', 'mary', 'lou', ':', 'prom', 'night', 'ii']","['i', 'd', 'like', 'to', 'watch', 'the', 'tv', 'show', 'hola', 'mary', 'lou', ':', 'prom', 'night', 'ii']","['i', 'd', 'like', 'to', 'watch', 'the', 'tv', 'show', 'mary', ':', 'night', 'ii']"
7062,will there be fog on march 3  2038 in bonaire,GetWeather,5,"['will', 'there', 'be', 'fog', 'on', 'march', '3', '2038', 'in', 'bonaire']","['will', 'there', 'be', 'fog', 'on', 'march', '3', '2038', 'in', 'bonaire']","['will', 'there', 'be', 'fog', 'on', 'march', '3', '2038', 'in', 'bonaire']"
7063,book the light horse tavern for 4 people ,BookRestaurant,4,"['book', 'the', 'light', 'horse', 'tavern', 'for', '4', 'people']","['book', 'the', 'light', 'horse', 'tavern', 'for', '4', 'people']","['book', 'the', 'light', 'horse', 'tavern', 'for', '4', 'people']"
7064,find a television show called servidor apache ,SearchCreativeWork,6,"['find', 'a', 'television', 'show', 'called', 'servidor', 'apache']","['find', 'a', 'television', 'show', 'called', 'servidor', 'apache']","['find', 'a', 'television', 'show', 'called']"
7065,find the schedule for films at the douglas theatre company ,SearchScreeningEvent,3,"['find', 'the', 'schedule', 'for', 'films', 'at', 'the', 'douglas', 'theatre', 'company']","['find', 'the', 'schedule', 'for', 'films', 'at', 'the', 'douglas', 'theatre', 'company']","['find', 'the', 'schedule', 'for', 'films', 'at', 'the', 'douglas', 'theatre', 'company']"
7066,add best of uetoaya to wild country,AddToPlaylist,1,"['add', 'best', 'of', 'uetoaya', 'to', 'wild', 'country']","['add', 'best', 'of', 'uetoaya', 'to', 'wild', 'country']","['add', 'best', 'of', 'to', 'wild', 'country']"
7067,find movie times for century theatres ,SearchScreeningEvent,3,"['find', 'movie', 'times', 'for', 'century', 'theatres']","['find', 'movie', 'times', 'for', 'century', 'theatres']","['find', 'movie', 'times', 'for', 'century', 'theatres']"
7068,play apbl98 by alden penner ,PlayMusic,0,"['play', 'apbl98', 'by', 'alden', 'penner']","['play', 'apbl98', 'by', 'alden', 'penner']","['play', 'by']"
7069,find face the truth  a tv show,SearchCreativeWork,6,"['find', 'face', 'the', 'truth', 'a', 'tv', 'show']","['find', 'face', 'the', 'truth', 'a', 'tv', 'show']","['find', 'face', 'the', 'truth', 'a', 'tv', 'show']"
7070,what are the movie times of films in the neighbourhood,SearchScreeningEvent,3,"['what', 'are', 'the', 'movie', 'times', 'of', 'films', 'in', 'the', 'neighbourhood']","['what', 'are', 'the', 'movie', 'times', 'of', 'films', 'in', 'the', 'neighbourhood']","['what', 'are', 'the', 'movie', 'times', 'of', 'films', 'in', 'the', 'neighbourhood']"
7071,i give the flash series 0 out of 6 ,RateBook,2,"['i', 'give', 'the', 'flash', 'series', '0', 'out', 'of', '6']","['i', 'give', 'the', 'flash', 'series', '0', 'out', 'of', '6']","['i', 'give', 'the', 'flash', 'series', '0', 'out', 'of', '6']"
7072,rate the book whit a zero,RateBook,2,"['rate', 'the', 'book', 'whit', 'a', 'zero']","['rate', 'the', 'book', 'whit', 'a', 'zero']","['rate', 'the', 'book', 'a', 'zero']"
7073,add kloden drejer to my listas de éxitos playlist,AddToPlaylist,1,"['add', 'kloden', 'drejer', 'to', 'my', 'listas', 'de', 'éxitos', 'playlist']","['add', 'kloden', 'drejer', 'to', 'my', 'listas', 'de', 'éxitos', 'playlist']","['add', 'to', 'my', 'listas', 'de', 'éxitos', 'playlist']"
7074,when can iw atch great balls of fire - vampate di fuoco,SearchScreeningEvent,3,"['when', 'can', 'iw', 'atch', 'great', 'balls', 'of', 'fire', '-', 'vampate', 'di', 'fuoco']","['when', 'can', 'iw', 'atch', 'great', 'balls', 'of', 'fire', '-', 'vampate', 'di', 'fuoco']","['when', 'can', 'great', 'of', 'fire', '-', 'di']"
7075,where is the closest movie house playing films now,SearchScreeningEvent,3,"['where', 'is', 'the', 'closest', 'movie', 'house', 'playing', 'films', 'now']","['where', 'is', 'the', 'closest', 'movie', 'house', 'playing', 'films', 'now']","['where', 'is', 'the', 'closest', 'movie', 'house', 'playing', 'films', 'now']"
7076,tell me the weather forecast for apr  twenty-fourth  2028 in san diego,GetWeather,5,"['tell', 'me', 'the', 'weather', 'forecast', 'for', 'apr', 'twenty-fourth', '2028', 'in', 'san', 'diego']","['tell', 'me', 'the', 'weather', 'forecast', 'for', 'apr', 'twenty-fourth', '2028', 'in', 'san', 'diego']","['tell', 'me', 'the', 'weather', 'forecast', 'for', 'apr', '2028', 'in', 'san']"
7077,can you locate the novel  ismol family,SearchCreativeWork,6,"['can', 'you', 'locate', 'the', 'novel', 'ismol', 'family']","['can', 'you', 'locate', 'the', 'novel', 'ismol', 'family']","['can', 'you', 'locate', 'the', 'novel', 'family']"
7078,book a spot for 6 at a gateau restaurant,BookRestaurant,4,"['book', 'a', 'spot', 'for', '6', 'at', 'a', 'gateau', 'restaurant']","['book', 'a', 'spot', 'for', '6', 'at', 'a', 'gateau', 'restaurant']","['book', 'a', 'spot', 'for', '6', 'at', 'a', 'restaurant']"
7079,for this book i rate four points,RateBook,2,"['for', 'this', 'book', 'i', 'rate', 'four', 'points']","['for', 'this', 'book', 'i', 'rate', 'four', 'points']","['for', 'this', 'book', 'i', 'rate', 'four', 'points']"
7080,rate the why is sex fun saga two of 6,RateBook,2,"['rate', 'the', 'why', 'is', 'sex', 'fun', 'saga', 'two', 'of', '6']","['rate', 'the', 'why', 'is', 'sex', 'fun', 'saga', 'two', 'of', '6']","['rate', 'the', 'why', 'is', 'sex', 'saga', 'two', 'of', '6']"
7081,in the neighbourhood find movies starting in thirteen hours,SearchScreeningEvent,3,"['in', 'the', 'neighbourhood', 'find', 'movies', 'starting', 'in', 'thirteen', 'hours']","['in', 'the', 'neighbourhood', 'find', 'movies', 'starting', 'in', 'thirteen', 'hours']","['in', 'the', 'neighbourhood', 'find', 'movies', 'starting', 'in', 'thirteen', 'hours']"
7082,rate this textbook a 5,RateBook,2,"['rate', 'this', 'textbook', 'a', '5']","['rate', 'this', 'textbook', 'a', '5']","['rate', 'this', 'textbook', 'a', '5']"
7083,find home fires,SearchCreativeWork,6,"['find', 'home', 'fires']","['find', 'home', 'fires']","['find', 'home']"
7084,what is the coulee city mt forecast,GetWeather,5,"['what', 'is', 'the', 'coulee', 'city', 'mt', 'forecast']","['what', 'is', 'the', 'coulee', 'city', 'mt', 'forecast']","['what', 'is', 'the', 'city', 'mt', 'forecast']"
7085,rat the current textbook a two out of 6 points,RateBook,2,"['rat', 'the', 'current', 'textbook', 'a', 'two', 'out', 'of', '6', 'points']","['rat', 'the', 'current', 'textbook', 'a', 'two', 'out', 'of', '6', 'points']","['rat', 'the', 'current', 'textbook', 'a', 'two', 'out', 'of', '6', 'points']"
7086,i want to book a restaurant in bosnia and herzegovina ,BookRestaurant,4,"['i', 'want', 'to', 'book', 'a', 'restaurant', 'in', 'bosnia', 'and', 'herzegovina']","['i', 'want', 'to', 'book', 'a', 'restaurant', 'in', 'bosnia', 'and', 'herzegovina']","['i', 'want', 'to', 'book', 'a', 'restaurant', 'in', 'bosnia', 'and', 'herzegovina']"
